Geneid,M9-5243T-5,M9-5243T-4,M9-5243T-1,TB-5243T-6,TB-5243T-5,TB-5243T-4
amiC_2,458,408,526,896,681,848
sbp_2,1513,1491,924,104,89,80
modB_2,392,530,249,31,25,20
modB_3,290,578,255,66,50,52
fbpC_2,494,1029,514,107,115,131
nagE_2,5291,4172,5657,4077,3591,4241
ptsA_2,12238,10297,12081,11612,9723,11588
fruB_1,4025,3419,3899,3646,3040,3457
ligB_2,405,301,369,1077,974,1273
ybhD_2,95,100,123,53,43,63
nupG_2,67,79,63,38,30,36
hcaR_3,176,169,203,64,63,78
yadB_2,2393,1805,2690,5054,4412,5645
gmr_2,349,345,460,713,660,823
E873_3,81,55,91,61,48,65
insL_3,530,580,745,1037,1069,1303
psuT_1,477,315,571,580,492,563
frwB_2,8,4,10,18,12,16
fruA_4,24,16,23,20,24,32
pepP_2,10,11,25,8,14,12
sgcX_3,27,21,28,11,22,16
ptsA_3,105,103,127,75,58,90
ilvI_2,30,33,24,17,27,27
emrB_2,22,18,24,26,17,22
gcvA_2,37,39,38,15,9,12
intS_4,85,74,111,131,107,106
yfbT,1119,940,991,533,494,550
yfbE,162,105,147,367,217,303
rhmR,32,40,44,22,9,23
yfaW,12,11,12,38,30,29
rhmA,119,108,126,70,81,79
ypaA,91,111,89,61,58,68
ascD,101,59,79,89,72,120
apbE,72,58,136,744,627,904
ndpA,881,701,1065,1166,1049,1260
bcr_2,783,603,1162,1865,1692,2048
gsiA_3,1022,1081,1181,910,848,925
appA_2,361,291,486,356,282,332
rtn,364,270,664,560,515,649
spr,2918,2045,4518,5430,4701,5855
yeiU,110,89,112,1603,1614,2079
yjiA_2,121,80,145,244,187,214
setB_3,48,71,98,280,228,289
fruB_2,959,728,1185,475,324,429
fruA_5,1349,1083,1782,411,320,356
yeiC,1,2,1,3,3,4
yeiN,7,0,4,4,1,5
psuT_2,67,116,117,36,36,25
psuT_3,15,25,17,18,8,22
cysL_2,817,618,1586,808,655,796
cirA_1,3906,2219,4181,207,182,269
mglA_2,25,23,35,23,16,25
yeiA,63,50,60,881,685,730
yohK_2,1610,1725,1049,6555,5436,6535
yohI,52,46,47,103,123,112
mdtP_2,21,17,18,16,8,15
fabG_2,187,182,244,121,72,92
mlrA_2,217,189,284,59,45,67
yehU,89,51,90,245,175,191
yehT,49,63,61,135,96,117
htrE_2,8,4,8,49,39,37
iolC_2,100,76,126,84,49,95
gatY_3,12060,9282,11760,15709,12447,14012
gatB_2,2326,1772,2726,7796,5781,6253
gatC_2,6847,6019,9225,26151,19257,19495
gatR_1,279,303,423,730,428,544
gatR_2,6,11,5,15,23,25
yhbU_3,1025,992,1274,4738,4602,5517
yegM,62,67,115,135,135,123
yegK,11,6,11,9,7,11
dnaK_3,214,197,327,852,873,940
gmr_3,577,437,602,489,414,463
wzb_2,3,4,6,2,2,4
wzc_2,22,33,33,12,15,17
nudD,7,12,10,7,8,8
manC,26,36,32,16,10,14
algC,13,22,26,29,11,21
rmlB,2459,2325,2584,5153,4325,6180
rmlD,1533,1460,1682,2664,2477,3465
rmlC,956,851,833,556,645,909
nodL,865,881,794,589,578,581
wbbL_1,1457,1320,1193,570,707,627
wbbL_2,1093,972,1095,486,505,502
wzz,1912,1846,2563,4364,3879,4785
allS_4,510,526,550,289,281,302
plaP_2,336,204,338,4110,3636,4500
yeeW_2,50,51,66,53,26,34
yeeV_2,16,20,19,12,26,25
yeeU_4,21,27,38,24,22,23
yeeT_4,3,5,8,15,8,9
ykfG_4,32,43,46,46,35,31
flu_2,2003,2552,2650,4611,4545,4260
flu_3,246,282,299,650,661,674
era_3,137,152,186,62,48,61
orf230_6,130,116,135,85,77,82
orf231_6,146,130,145,89,84,100
cirA_2,180,114,96,29,19,28
erfK,421,353,475,598,539,671
shiA_2,4847,4686,5710,392,318,364
yeeJ_1,1033,1011,1280,539,489,634
mtfA_2,569,523,554,126,97,122
yodA,15,29,14,240,229,285
yedZ,81,92,83,137,197,175
yedY,235,197,201,502,473,505
hiuH,40,35,29,341,409,382
yedW,132,124,91,101,95,102
yedV,212,156,159,151,136,158
yedI_2,449,480,710,220,205,216
pleD,505,497,752,463,348,447
fliC_3,990,1122,1176,304,281,348
fliY_2,1895,2264,1369,402,311,390
yedO,555,552,490,379,270,363
yecS_2,445,470,413,321,276,311
artM_3,360,407,376,257,173,270
uvrY_2,1440,1391,1932,1119,990,1244
ftn,67,49,54,5259,4680,5430
yecG,365,284,206,266,231,271
motB_2,21,20,39,20,13,21
tsr_2,21,26,14,11,6,12
bisZ,132,104,105,117,83,100
yecP,307,302,423,700,607,760
ntpA,1051,1053,1343,1445,1344,1733
lytM,647,733,1697,4398,4148,5270
msbB,318,258,372,685,726,860
hexR,663,655,837,442,344,424
rsmF_1,96,76,124,310,292,351
yebV_1,1628,1838,2041,407,373,475
yebW_1,91,90,97,39,30,40
pphA_1,113,141,171,91,90,78
yebY_1,51,46,52,93,83,84
yebZ_1,659,491,932,842,730,835
yobA_1,838,641,1028,913,948,1071
exoX_1,188,183,235,77,75,121
ptrB_1,351,395,478,381,388,493
yebE_1,225,671,365,282,305,336
purT_1,64,44,67,10,11,17
purT_2,78,50,54,53,46,62
purT_3,25,16,22,16,13,13
purT_4,165,86,137,29,34,38
yebE_2,238,784,382,289,315,410
ptrB_2,342,407,466,417,380,563
exoX_2,372,383,402,155,148,155
yobA_2,871,634,979,982,812,1076
yebZ_2,655,524,974,760,754,873
yebY_2,212,183,318,270,290,288
pphA_2,158,120,161,111,79,93
yebW_2,91,96,147,48,29,52
yebV_2,1614,1703,2052,435,376,521
rsmF_2,99,104,140,317,318,353
ydcB,6,2,8,1,1,0
parB,107,127,142,76,76,95
psiB,167,174,246,63,51,49
X,0,0,0,0,0,0
traM,297,308,492,95,88,116
traY,502,533,682,258,210,261
traA,7,3,6,5,6,5
traL,2,0,0,2,4,3
traE_1,0,0,0,0,0,0
traB_1,1,1,1,1,2,0
traP,197,205,324,62,69,80
trbD,0,0,0,0,1,0
traV,94,96,154,62,53,62
traC_1,0,0,0,2,1,0
traW,382,450,588,182,192,239
traU,563,652,788,336,366,369
trbC,936,951,1362,292,288,326
traN,171,178,291,89,68,72
trbE,0,0,0,0,0,0
traF,503,554,789,184,170,194
trbA,772,866,1327,536,542,693
traQ,169,230,223,39,28,44
trbB,932,919,1473,360,332,429
trbJ,0,0,0,0,0,0
trbF,1,0,0,0,0,1
traH,206,241,315,84,82,92
traG,0,0,0,2,3,1
traS,1,0,0,0,1,1
traT,188,252,259,72,71,60
traX,209,277,334,77,96,89
repA2,0,0,0,0,0,0
tnpA_1,1,0,0,1,0,2
traO,341,350,560,127,128,128
traE_2,0,2,13,2,5,2
traD,3,2,2,0,1,0
eex,0,0,0,0,0,1
traC_2,0,1,0,0,1,1
traB_2,2,5,10,1,10,0
MAK1.97c_1,1,5,8,0,2,0
mphA,0,0,0,0,0,0
mrx,0,0,0,0,0,0
mphR,0,0,0,0,0,0
tnpA_2,0,1,19,0,3,2
chrA,0,0,0,0,0,0
sul1,5,16,21,3,19,2
intI1,5,23,53,7,21,3
MAK1.97c_2,2,2,8,2,3,0
MAK1.97c_3,3,0,0,0,0,0
tnpA_3,0,0,0,0,0,0
tnpA_4,0,0,0,0,0,0
araQ,0,0,0,0,0,0
insB1,54,50,88,54,41,83
pcar,0,0,0,0,0,0
vagD,0,0,0,0,0,0
vagC,0,0,0,0,0,0
tnpA_5,1,0,1,2,0,1
pilL,197,160,249,216,198,270
pilM,58,52,106,75,60,93
pilN,494,473,726,329,261,349
pilQ,393,417,584,171,170,205
pilR,276,207,374,147,107,178
pilS,311,250,392,171,160,147
pilT,79,78,96,38,47,69
pilU,587,576,749,113,92,113
rci,466,408,674,248,211,258
traI,393,415,731,214,241,264
traJ,512,561,950,308,307,363
tnpA,20572,15143,27011,9420,8076,9655
blaCTX-M-14,124713,95693,168026,105078,94465,117135
pri,2765,2930,3992,1351,1518,1748
traR,313,319,506,104,97,95
ardA,67,86,121,55,45,50
eaa,97,141,192,42,48,41
psiA,171,151,224,40,30,54
yffA,39,53,63,6,12,6
yfaB,73,78,125,21,12,15
impA,153,192,239,63,57,58
parA,3018,2844,2641,1981,1766,2185
repA1,3686,3215,4556,2722,2279,2990
traC,324,363,521,143,102,139
triC,0,0,0,0,0,0
triE,0,0,0,0,0,0
virB8,0,0,0,0,0,0
triH,0,0,0,0,0,0
triI,0,0,0,0,0,0
triJ,0,0,0,0,0,0
taxB,0,0,0,0,0,0
stbD,0,0,0,0,0,0
stbE,0,0,0,0,0,0
taxC,0,0,0,0,0,0
pecM_1,0,0,0,0,0,0
tetA_1,0,0,0,0,0,0
tetR_1,0,0,0,0,0,0
nuc,0,3,3,0,2,1
fipA,2,0,1,1,3,0
traK,0,0,0,0,0,0
ccgD,0,1,0,0,0,0
ccgEIII,2,4,4,1,5,0
ardR,2,3,7,0,3,3
ardB,0,1,6,0,1,0
mucA,0,6,3,0,1,1
ardK,0,7,20,2,2,1
resP,0,0,1,0,0,0
korB,0,1,7,0,2,0
kikA,1,4,16,1,6,2
ecoRIImet,1,0,0,0,2,0
tetR_2,0,0,0,0,0,0
tetR_3,0,0,0,0,0,0
tetA_2,0,0,0,0,0,0
pecM_2,0,0,0,0,0,0
tnp,0,3,0,0,1,1
tetR,0,0,0,0,0,0
tetA,0,0,0,0,0,0
pecM,0,0,0,0,0,0
