Geneid,M9-5243T-5,M9-5243T-4,M9-5243T-1,TB-5243T-6,TB-5243T-5,TB-5243T-4
pta,6812,5574,7765,10156,9840,12119
yfcC,60,51,82,305,258,286
yfcD,618,627,749,729,667,717
yfcE,504,514,595,419,396,417
yfcF,994,742,1504,444,332,396
yfcG,99,75,115,64,36,53
folX,1378,1074,1259,686,557,726
yfcH,720,594,654,369,306,348
rpnB,96,99,100,89,75,85
hisP,213,171,290,228,201,240
hisM,392,283,413,245,229,232
hisQ,385,355,396,227,184,206
hisJ,483,363,502,298,279,294
argT,273,235,176,163,174,146
ubiX,209,160,279,241,293,257
purF,1008,637,758,260,228,240
cvpA,405,283,353,116,115,124
dedD,540,612,774,393,361,394
folC,382,374,517,616,558,606
accD,5327,4934,7535,8012,6921,8068
dedA,4580,4473,6368,2391,2082,2779
truA,2682,3289,3881,1571,1464,1778
usg,1414,1316,1842,2258,2062,2502
pdxB,814,739,960,798,671,801
flk,519,395,808,863,763,930
yfcJ,68,75,99,145,158,190
fabB,3842,6722,4950,14928,14758,16032
mnmC,208,199,258,591,569,605
yfcL,204,222,267,232,208,229
epmC,340,304,423,242,191,239
yfcA,990,807,1275,648,576,884
mepA,651,450,678,517,525,687
aroC,3497,2631,3548,2930,2590,3177
prmB,2575,1699,2206,3587,3303,4115
smrB,237,261,282,288,246,257
yfcO,963,1019,951,577,464,575
yfcP,13,12,8,16,9,18
yfcQ,20,14,15,10,17,10
yfcR,17,21,26,19,17,11
yfcS,11,14,6,19,25,17
yfcV,5,5,1,25,28,34
sixA,277,478,402,362,286,336
fadJ,57,77,77,267,269,267
fadI,150,127,88,643,668,680
yfcZ,1225,1072,730,3800,3233,3290
fadL,212,152,176,942,981,1069
yfdF,21,6,43,17,19,35
mlaA,539,424,599,1916,1565,1881
yfdC,294,313,352,93,84,100
argW,13,9,13,10,10,13
intS,109,88,107,104,121,111
yfdG,238,157,356,287,256,313
yfdH,647,400,878,774,683,778
yfdI,281,147,270,182,185,290
yfdK,36,52,34,17,19,10
yfdM,1,3,2,1,1,0
yfdN,1,4,1,2,0,1
yfdO,1,1,1,2,0,1
yfdP,47,45,63,15,19,19
yfdQ,60,65,84,47,36,54
yfdR,6,13,11,8,12,10
yfdS,12,6,13,1,1,4
yfdT,36,31,24,10,5,6
ypdJ,1,4,6,1,1,1
torI,1146,913,1276,304,208,302
dsdC,26,36,31,17,13,15
dsdX,163,138,216,72,60,85
dsdA,124,100,150,107,80,100
emrY,19,12,11,24,21,36
emrK,6,4,6,27,5,26
evgA,1247,796,947,751,599,833
evgS,1413,992,1432,810,743,980
yfdE,20,21,17,15,11,14
yfdV,7,7,8,7,7,8
oxc,17,24,16,23,19,30
frc,25,31,25,18,23,15
yfdX,18,43,17,19,11,17
ypdI,33,22,22,16,14,6
yfdY,187,207,255,186,144,221
lpxP,6212,8092,11403,2344,2244,2887
ypdK,35,51,39,277,216,264
alaC,702,601,749,895,806,853
ypdA,316,228,399,301,291,327
ypdB,361,305,403,207,196,229
ypdC,207,181,250,109,89,107
fryA,127,88,126,102,60,67
ypdE,13,22,34,14,17,31
ypdF,6,11,14,7,6,20
fryC,14,17,20,22,20,30
fryB,6,14,7,7,18,17
glk,2007,1788,1855,2082,1649,2179
yfeO,1255,1228,1348,976,864,983
ypeC,3831,3910,4552,198,199,205
mntH,11541,11917,14461,216,188,212
nupC,545,364,586,560,515,594
insL-3,581,610,778,993,1145,1435
pdeA,392,349,526,728,674,798
alaX,24,30,43,25,24,35
alaW,31,25,40,27,27,20
yfeC,316,301,396,159,139,178
yfeD,300,239,347,251,192,233
gltX,2281,1837,2784,5014,4565,5602
valU,123,112,261,143,95,140
valX,660,438,1370,734,553,780
valY,265,204,625,317,195,285
lysV,78,67,204,85,58,94
xapR,179,160,191,78,56,81
xapB,82,82,57,24,27,42
xapA,17,16,22,18,9,13
yfeN,14,18,13,7,6,11
yfeR,104,85,119,49,41,55
yfeH,920,693,965,1203,982,1013
ypeB,445,525,513,166,168,189
ligA,374,333,376,1156,1024,1247
zipA,2453,2186,3180,3904,3080,3672
cysZ,719,564,892,747,715,952
cysK,6218,7613,4679,1171,1084,1081
ptsH,4061,3415,4049,3610,3137,3441
ptsI,12073,10252,12182,11538,9759,11634
crr,5304,4152,5646,4200,3640,4272
pdxK,369,308,351,334,294,312
yfeK,27,23,27,46,38,39
yfeS,193,215,259,135,102,113
cysM,599,639,607,311,294,355
cysA,493,1070,443,112,126,113
cysW,315,543,286,56,54,47
cysU,379,544,264,25,34,29
cysP,1456,1543,907,89,100,80
ucpA,262,247,292,879,792,830
murR,39,24,24,8,18,12
murQ,164,123,107,75,84,82
murP,140,146,212,62,70,74
yfeW,103,104,82,123,90,131
yfeX,1901,2309,1837,3831,3498,3678
yfeY,504,499,675,1447,1226,1415
yfeZ,153,170,145,269,249,289
ypeA,61,58,75,114,80,103
amiA,383,344,587,833,658,769
hemF,376,346,592,822,627,658
eutR,74,81,116,113,93,143
eutK,36,38,46,47,45,48
eutL,81,88,111,207,184,192
eutC,132,155,130,299,238,281
eutB,2293,2586,3434,1193,1010,1181
intZ,189,183,197,572,469,595
yffL,77,73,85,63,53,86
yffM,14,11,14,5,6,13
yffN,13,10,10,10,7,5
yffO,22,18,23,17,10,12
yffP,34,40,41,21,22,17
yffQ,5,5,4,7,6,6
yffR,180,229,210,107,84,98
yffS,240,206,225,158,128,151
eutA,36,25,33,23,22,25
eutH,15,26,28,11,9,12
eutG,12,18,12,9,13,8
eutJ,3,4,9,5,3,9
eutE,16,18,12,17,21,20
eutN,1,1,2,2,1,2
eutM,19,21,27,22,19,27
eutD,25,20,15,20,18,15
eutT,16,17,19,8,14,17
eutQ,24,37,27,50,32,35
eutP,14,12,11,26,25,19
eutS,15,19,16,28,16,29
maeB,1874,1632,2117,1320,1251,1293
talA,1628,1439,2658,1447,1051,1304
tktB,2468,2119,4399,2534,1963,2470
ypfG,269,356,262,283,239,332
nudK,838,688,1017,581,548,628
aegA,122,129,148,315,281,310
narQ,256,274,292,464,384,470
acrD,247,292,328,567,507,662
ypfM,255,204,195,259,234,251
yffB,609,402,452,697,646,755
dapE,655,538,866,705,599,733
ypfN,257,217,232,181,176,200
ypfH,178,143,156,126,110,148
tmcA,1224,923,1313,1101,959,1160
ypfJ,510,464,535,355,335,360
purC,1457,650,1359,315,355,354
bamC,6300,5512,8825,6388,5468,6358
dapA,4358,3631,5436,3286,2733,3206
gcvR,2146,1681,2528,882,838,916
bcp,1389,1106,1769,951,841,1038
hyfA,16,9,15,9,12,15
hyfB,56,57,71,34,33,34
hyfC,11,5,13,6,8,6
hyfD,22,20,27,19,16,12
hyfE,33,32,38,18,21,33
hyfF,114,118,129,61,49,52
hyfG,68,94,105,72,64,92
hyfH,36,37,51,30,27,33
hyfI,49,46,72,36,27,48
hyfJ,12,15,12,8,10,4
hyfR,79,90,133,63,42,58
focB,157,145,177,93,62,82
yfgO,457,528,502,326,289,319
bepA,1212,1193,1472,795,679,748
yfgD,158,147,158,143,136,131
hda,231,140,171,196,178,216
uraA,748,325,223,466,403,476
upp,1756,730,749,4743,4121,4505
purM,2810,1130,3049,563,608,604
purN,869,523,952,284,276,306
ppk,3246,2911,3410,1890,1606,2108
ppx,1133,992,1256,682,637,795
pdeF,133,114,152,164,168,185
yfgG,1192,1111,1514,465,519,614
yfgH,27,84,30,90,87,122
yfgI,35,43,39,55,53,77
guaA,4699,3849,5465,5130,4869,5792
guaB,1718,1205,1679,3799,3326,4068
xseA,3138,3028,4665,3413,2864,3597
yfgJ,417,400,634,493,401,516
der,1357,1357,1836,2481,2314,2953
bamB,4894,4683,7613,6416,5808,7049
yfgM,1243,1209,1777,1517,1341,1692
hisS,5607,4887,8005,7948,7129,8840
ispG,4486,4258,6285,6832,6197,7550
rodZ,4846,4179,7456,7238,6305,7873
rlmN,978,792,1725,3170,3011,3329
ndk,455,265,392,660,638,676
pbpC,122,152,173,151,131,131
yfhM,7003,6665,7612,4641,3894,4844
sseA,942,672,724,697,591,687
ryfA,268,332,293,258,223,276
sseB,1138,903,803,721,702,765
pepB,2097,1833,1767,1569,1498,1658
iscX,1488,1565,1989,1721,1588,1892
fdx,914,807,987,1001,1003,1064
hscA,4324,3931,5854,5729,5559,6769
hscB,4069,3725,5580,3459,3629,4776
iscA,2198,2352,2907,1353,1349,1463
iscU,4095,4101,5294,2427,2567,2999
iscS,9464,8206,13113,7278,7310,8592
iscR,7624,6381,11133,2420,2317,2876
trmJ,1525,1662,1503,2381,2103,2456
suhB,1032,571,1825,10469,10193,13434
yfhR,42,34,65,136,145,177
csiE,249,210,241,160,146,187
hcaT,195,214,290,241,196,255
hcaR,48,52,16,10,15,12
iroK,0,0,0,0,0,0
hcaE,1275,1431,1954,280,285,336
hcaF,389,308,512,150,130,158
hcaC,94,100,142,46,55,44
hcaB,223,160,282,80,62,82
hcaD,235,254,302,63,80,78
yphA,91,84,106,83,63,92
yphB,48,60,79,35,25,23
yphC,58,64,74,40,24,41
yphD,30,34,57,32,32,39
yphE,46,43,43,37,24,29
yphF,14,16,20,35,9,22
yphG,58,65,73,45,52,53
yphH,150,128,128,163,114,149
glyA,12516,7950,8537,4038,3770,4185
hmp,1641,1272,7795,289,324,338
glnB,510,373,744,469,381,569
glrR,294,263,356,394,369,448
qseG,687,575,822,828,781,968
glrK,345,338,403,300,245,314
glmY,1038,336,720,32,36,48
purL,6027,4125,4293,1146,1314,1352
mltF,144,149,151,325,315,344
tadA,323,281,338,763,620,826
pgpC,1275,1244,1231,2789,2486,2889
yfhH,85,66,55,230,212,263
yfhL,84,83,63,248,222,291
shoB,245,253,156,106,112,111
ohsC,3,2,5,2,3,3
acpS,149,107,152,102,79,83
pdxJ,2306,1579,1922,1201,1088,1323
recO,870,792,1019,1485,1448,1862
era,1178,1026,1337,2952,2644,3230
rnc,2228,1737,2508,5888,5459,6804
lepB,713,593,845,1154,1054,1461
lepA,2658,2148,3468,6279,5600,6844
rseC,996,1006,1624,2611,2195,2561
rseB,4087,4504,6405,7143,5790,6872
rseA,8269,11560,10377,9175,7687,8354
rpoE,1548,2085,2043,2097,1651,1833
rseD,117,108,212,66,52,56
nadB,1330,1216,1443,105,123,139
yfiC,372,372,429,403,289,363
srmB,614,543,809,1985,1933,2106
yfiE,180,166,329,164,143,184
eamB,119,122,130,106,116,133
grcA,5547,7787,4483,4137,3794,3838
ung,595,455,581,1084,1031,1248
yfiF,424,317,567,1704,1535,1733
trxC,125,119,162,195,177,225
yfiP,132,117,155,217,195,233
patZ,464,408,476,549,432,563
pssA,2283,2081,3046,4319,3643,4280
yfiM,582,483,538,716,508,537
kgtP,5589,4922,5588,4185,3212,3376
rrfG,2,2,1,5,2,4
rrlG,16376,17787,8807,15664,5110,10997
gltW,1732,1483,2088,1509,1074,1459
rrsG,5487,6549,2554,5374,1673,3822
clpB,9318,9054,9692,23654,26638,27537
ryfD,123,78,152,169,147,264
pgeF,668,538,884,1154,1056,1408
rluD,1950,1635,2522,3286,2991,3972
bamD,2909,2828,4385,3173,2901,3422
raiA,22407,12976,18463,34551,40231,35063
pheL,118,121,85,146,133,203
pheA,3321,2589,2518,2636,2087,2873
tyrA,643,715,967,1141,965,1272
aroF,299,344,459,732,565,696
yfiL,84,61,46,80,59,98
yfiR,635,609,409,721,552,714
dgcN,420,365,422,815,675,933
yfiB,208,172,150,810,742,1029
rplS,5047,6167,5672,6727,6129,7370
trmD,38014,40264,40393,47915,44998,56278
rimM,28555,29282,30767,40859,37741,47996
rpsP,18645,19615,21426,26948,24995,32951
ffh,8947,8900,12596,9882,8743,9983
ypjD,417,370,637,335,313,359
yfjD,566,417,628,840,752,885
grpE,3896,3383,3883,6450,7164,7864
nadK,771,668,846,476,425,456
recN,1545,1746,1206,922,802,973
bamE,917,844,1109,1262,1000,1230
yfjF,114,91,126,242,212,231
ratA,205,182,229,385,314,390
smpB,1830,1528,2290,2003,1910,2103
ssrA,3337806,3647240,3933894,968580,880425,1089270
intA,456,390,362,265,277,278
yfjH,169,113,125,103,97,103
alpA,2,2,8,10,6,6
yfjI,11,12,15,20,8,18
yfjJ,9,8,12,5,6,10
abpB,409,423,394,665,621,748
abpA,341,324,364,843,773,899
yfjM,19,22,27,34,23,36
rnlA,779,971,820,1684,1527,1968
rnlB,939,1113,994,853,827,1033
yfjP,29,31,33,40,42,45
yfjQ,16,15,12,29,16,25
yfjR,18,28,24,15,15,20
ypjK,4,2,11,2,4,1
yfjS,4,6,4,3,5,5
yfjT,31,41,43,12,12,22
yfjU,123,121,129,58,33,66
yfjW,229,173,230,95,83,92
yfjX,21,17,17,8,8,9
yfjY,11,7,26,2,5,5
ypjJ,10,4,4,2,3,3
yfjZ,3,6,5,5,2,7
ypjF,16,14,15,16,11,21
ypjA,208,210,248,270,184,285
ypjB,13,9,11,3,6,2
ypjC,0,1,0,1,0,1
ileY,0,0,2,0,0,0
csiD,109,109,95,96,81,91
lhgO,260,249,336,222,144,234
gabD,1234,1133,1643,1091,852,1097
gabT,811,690,1182,700,526,656
gabP,260,220,394,137,91,117
csiR,624,582,753,305,237,295
kbp,355,259,356,370,239,291
yqaE,158,153,253,191,137,194
ygaV,167,467,188,108,95,144
ygaP,586,982,549,277,244,386
stpA,231,579,246,288,254,313
alaE,5512,6219,7465,264,183,257
ygaC,675,701,719,643,636,816
ygaM,2902,3310,3587,1208,843,995
nrdH,14230,11498,11464,22,52,46
nrdI,19499,15386,16952,50,67,88
nrdE,41210,30784,38919,144,177,223
nrdF,13948,9669,12062,46,54,54
proV,657,411,767,3330,3187,4240
proW,667,462,854,3369,3277,4036
proX,880,557,963,3917,3464,4658
ygaZ,664,535,1044,738,650,684
ygaH,269,209,381,408,415,473
mprA,1377,1819,1382,2385,2092,2355
emrA,515,472,446,1910,1934,2339
emrB,256,245,351,403,439,521
luxS,6393,5336,8567,1909,1710,2000
micA,609,440,656,60,65,76
gshA,4335,3847,5055,5000,4462,5648
yqaA,690,606,770,1032,849,1041
yqaB,501,445,605,1057,883,1085
argQ,191,128,268,418,317,455
argZ,441,334,566,753,593,794
argY,617,490,926,1079,753,1149
argV,344,313,656,888,695,935
serV,1819,3034,2243,1176,912,1091
csrA,3349,2955,3381,1802,1542,1778
alaS,9189,7984,10396,13027,11876,14480
recX,375,395,471,585,511,682
recA,8469,8064,10604,7890,6942,8371
pncC,124,122,146,265,237,290
mltB,566,476,885,897,740,907
srlA,20,12,15,156,120,142
srlE,12,30,30,279,182,238
srlB,6,12,9,134,72,141
srlD,103,102,118,700,549,701
gutM,30,39,52,33,27,33
srlR,218,150,208,346,349,366
gutQ,95,85,98,146,128,158
norR,93,98,94,86,76,89
norV,137,146,122,76,85,74
norW,48,71,78,79,84,87
hypF,551,596,632,1908,1583,1861
hydN,154,146,131,778,524,605
ascG,514,430,481,295,257,288
ascF,205,215,231,135,135,146
ascB,352,281,392,442,383,468
hycI,344,306,336,1270,1309,1383
hycH,26,44,30,324,314,302
hycG,65,64,36,923,882,865
hycF,58,44,27,787,838,821
hycE,129,162,76,2281,2064,2220
hycD,82,67,44,991,859,927
hycC,93,99,75,1155,949,996
hycB,129,144,130,1075,816,1058
hycA,308,238,159,1629,1296,1503
hypA,196,183,120,742,661,771
hypB,684,610,513,3338,2894,3303
hypC,103,102,85,641,608,696
hypD,487,547,488,3246,2890,3091
hypE,599,634,614,3099,2912,3321
fhlA,181,191,260,707,625,748
ygbA,340,383,573,119,131,129
mutS,1308,1111,1364,2112,2124,2372
pphB,24,23,25,40,36,48
ygbI,150,155,167,137,122,146
ygbJ,43,12,36,28,19,43
ygbK,158,129,166,126,99,118
ygbL,21,37,43,18,14,20
ygbM,70,69,95,34,41,61
ygbN,240,224,195,111,106,121
rpoS,25641,23367,24026,6414,5157,5312
nlpD,46330,40645,51220,12312,10751,12432
pcm,541,561,659,445,422,505
umpG,350,319,366,504,573,649
truD,588,528,658,1493,1460,1752
ispF,118,95,117,335,324,366
ispD,667,582,842,2172,1879,2439
ftsB,539,493,721,1186,1040,1187
ygbE,400,807,400,162,177,194
cysC,944,2359,745,65,67,70
cysN,4046,8442,2809,196,190,194
cysD,6334,9102,3386,167,137,174
iap,335,388,241,516,400,569
cas2,43,37,50,19,10,17
cas1,68,49,46,45,26,29
casE,51,28,32,23,20,27
casD,43,42,28,30,26,25
casC,32,27,35,56,44,39
casB,21,17,24,24,27,49
casA,30,26,28,36,30,46
cas3,83,61,59,62,56,61
sokX,0,10,0,2,1,1
cysH,312,786,232,74,64,77
cysI,1579,3291,1003,335,356,371
cysJ,5481,7388,2757,628,583,568
queD,51,49,60,432,428,488
ygcN,47,42,38,390,337,417
ygcO,34,37,43,127,102,133
ygcP,34,40,50,123,96,132
ygcQ,55,41,66,55,54,62
ygcR,7,13,15,11,10,8
ygcS,24,11,20,25,20,18
ygcU,17,22,30,14,13,11
ygcW,3,1,0,1,1,2
yqcE,26,31,41,22,18,15
ygcE,50,63,60,25,16,32
queE,758,668,629,3130,2783,3424
yqcG,0,0,2,5,2,5
ygcG,12,3,10,11,18,29
eno,40091,30794,49028,15560,15039,18347
pyrG,9747,9593,11949,28877,24248,30781
mazG,1167,1065,1330,921,845,1063
mazF,634,620,798,430,380,515
mazE,432,405,489,268,235,235
relA,4070,3888,4114,3219,2879,3567
rlmD,547,501,578,809,736,911
barA,1039,739,1149,1891,1466,1953
gudD,183,186,173,169,168,180
gudX,184,186,192,132,122,127
gudP,63,62,59,70,67,79
yqcA,286,240,246,404,328,362
truC,555,448,698,1070,849,1136
yqcC,101,102,103,120,120,153
csrB,7819,10017,4086,4298,3359,3261
syd,1214,1130,1391,376,338,390
queF,848,766,918,933,811,984
ppnN,3316,3246,4532,3014,2465,3065
sdaC,488,381,484,992,1034,1046
sdaB,203,149,259,442,412,421
ygdG,82,64,110,174,170,188
fucO,194,200,274,345,327,312
fucA,40,29,37,35,18,25
fucP,43,30,26,31,45,40
fucI,123,127,155,208,210,208
fucK,61,48,67,39,45,42
fucU,154,141,217,101,63,84
fucR,568,381,736,310,265,373
rlmM,419,341,496,1034,889,1049
ygdD,123,105,156,391,313,341
gcvA,189,189,255,184,134,180
gcvB,8092,10690,32110,49049,47253,57849
ygdI,185,212,141,1542,1275,1680
csdA,464,482,627,1682,1615,2061
csdE,253,303,329,442,376,435
tcdA,296,306,330,417,374,434
mltA,1007,1031,1464,1442,1217,1500
metZ,36,28,36,30,22,28
metW,31,29,28,30,21,37
metV,29,31,27,31,24,27
amiC,359,305,560,1155,1020,1239
argA,1466,1952,2279,259,217,239
recD,1238,1556,1489,427,376,442
recB,3659,3744,5488,2311,2144,2795
ptrA,3197,2774,4802,2613,2343,2638
recC,3009,3107,3616,1646,1559,1725
ppdC,131,132,174,65,74,80
ygdB,40,44,57,24,25,35
ppdB,31,57,84,29,35,39
ppdA,34,37,40,55,53,67
thyA,2331,2056,3156,2635,2460,3218
lgt,2301,2234,3306,3261,2979,3679
ptsP,8382,7106,8994,6750,5837,7040
rppH,1606,1392,1733,1548,1287,1513
ygdT,7,11,24,6,9,5
mutH,199,216,269,164,151,181
ygdQ,537,700,805,829,743,939
ygdR,128,127,103,233,195,284
tas,4494,3441,4191,1312,1135,1368
lplT,643,634,906,438,413,502
aas,904,828,1091,1278,1129,1264
omrA,7,24,9,41,51,49
omrB,19,52,17,90,85,116
galR,1215,987,948,1789,1491,1842
lysA,1095,984,869,2030,1096,2034
lysR,98,76,107,95,71,97
ygeA,652,695,837,176,201,194
araE,330,487,535,178,139,175
kduD,52,55,38,32,35,40
kduI,60,46,64,89,77,92
yqeF,157,107,124,344,288,420
yqeG,71,71,105,1416,1285,1620
yqeH,11,8,5,15,18,13
yqeI,90,98,272,104,75,104
yqeJ,7,16,31,8,8,10
yqeL,8,7,22,4,4,6
yqeK,2,2,6,3,7,2
ygeG,5,4,6,3,0,1
ygeH,10,7,11,3,8,6
ygeI,7,8,5,1,1,2
insD-4,139,126,151,98,73,122
insC-4,139,127,138,108,94,95
ygeQ,82,67,53,300,256,337
glyU,26,18,33,55,43,63
ygeR,967,1006,1109,824,624,868
xdhA,113,121,156,2945,1735,2363
xdhB,53,27,65,1634,1037,1329
xdhC,34,32,24,572,313,414
ygeV,421,423,387,352,261,319
ygeW,33,39,36,12393,7672,10241
ygeX,58,48,74,5568,3362,4672
ygeY,42,34,33,9663,6410,8782
hyuA,90,96,94,3143,1865,2372
yqeA,121,138,162,2051,1216,1812
yqeB,84,91,111,1336,833,938
yqeC,33,26,16,538,374,403
mocA,88,61,70,491,319,405
ygfK,100,97,101,7848,4692,6042
ssnA,39,40,50,7376,4320,6293
ygfM,36,41,38,3120,1889,2696
xdhD,191,177,219,9540,5832,8884
xanQ,224,158,199,1222,659,1053
guaD,86,83,94,870,535,725
ghxQ,55,60,74,376,240,327
ygfS,47,50,40,251,158,211
ygfT,53,57,80,859,462,688
uacT,6,3,10,112,77,108
yqfG,7,4,9,22,10,12
yqfH,1,3,3,0,1,1
idi,194,196,196,326,275,347
lysS,4080,3452,4576,4638,4274,5616
prfB,4604,3933,5415,7345,6686,8194
recJ,2286,2332,3491,3506,3252,3983
dsbC,2109,1751,2747,3034,3057,3603
xerD,364,391,502,482,463,546
fldB,1324,1299,1664,1309,1119,1386
ygfX,653,659,883,1231,1058,1301
sdhE,380,378,475,645,651,702
ygfZ,2947,3043,3086,2703,2327,2806
yqfA,4676,7815,4685,1037,901,1109
yqfB,191,168,205,196,182,212
bglA,2595,1933,2575,2420,2332,2686
ygfF,169,149,253,377,342,410
gcvP,7696,5327,11528,13481,11528,13181
gcvH,959,746,1335,1906,1536,1528
gcvT,2809,2011,4067,4001,3409,3765
yqfI,6,3,4,9,12,9
ubiI,826,759,1064,1181,967,1168
ubiH,2230,2454,2615,2363,1975,2353
pepP,3340,3323,3458,3489,3026,3647
ygfB,1501,1441,1700,2054,1735,2137
zapA,11865,12248,14730,5967,5066,6305
ssrS,10809,11916,6287,8886,5795,11694
fau,733,799,905,510,505,603
sibC,121,136,134,48,40,50
ibsC,0,0,0,0,0,0
serA,16741,10556,16055,1354,1148,1294
rpiA,2166,1681,1938,1403,1280,1452
argP,1184,963,1476,295,263,331
scpA,51,63,87,97,68,77
argK,28,24,53,49,36,49
scpB,27,23,37,34,20,28
scpC,60,60,60,98,81,112
ygfI,228,175,166,617,568,656
yggE,792,731,704,2126,1877,2187
argO,138,123,170,864,775,841
mscS,6013,3726,6223,4481,3677,4452
fbaA,16060,14685,18494,9680,9205,10234
pgk,23184,22616,29592,20525,17873,20302
epd,11779,13017,14974,5144,4174,5030
yggC,290,296,355,221,151,233
fumE,359,355,409,265,230,266
yggF,13,14,16,19,10,14
yggP,24,25,21,27,33,28
cmtA,24,25,28,24,21,16
cmtB,5,4,3,5,1,4
tktA,6402,5848,6649,8453,7824,9556
loiP,232,251,228,321,266,344
speB,680,538,643,2051,1711,2129
speA,6656,5769,7729,9748,8678,10819
yqgB,252,207,292,585,498,657
yqgC,356,293,504,841,700,839
yqgD,147,168,150,173,164,188
metK,1703,1848,1535,2935,2445,2677
galP,468,390,280,5121,4482,5162
yggI,67,51,60,111,93,148
endA,35,48,54,284,234,293
rsmE,991,842,937,1269,1114,1355
gshB,2499,2206,2454,2687,2536,2669
yqgE,4708,4481,6648,2256,2077,2352
yqgF,1885,1805,2771,1016,892,1009
yggR,506,455,827,274,235,317
yggS,545,473,768,930,822,958
yggT,288,253,404,446,393,499
yggU,306,210,346,438,467,619
rdgB,839,682,903,1467,1331,1844
yggW,249,236,340,416,412,478
yggM,131,99,137,89,104,165
ansB,571,537,782,7445,6169,5860
yggN,810,1024,996,1748,1598,1748
yggL,324,310,295,353,336,407
trmI,288,262,310,487,465,551
mutY,1128,880,1665,1519,1484,1817
yggX,317,228,326,321,288,296
mltC,852,653,1023,776,740,953
nupG,233,148,227,138,165,184
speC,419,326,546,700,631,739
yqgA,102,97,106,159,151,135
pheV,12,16,19,11,6,10
yghD,33,28,47,74,39,72
yghG,2,0,3,15,11,15
pppA,27,52,51,42,33,38
yghJ,429,469,520,275,196,311
glcA,177,188,196,60,39,55
glcB,344,304,292,367,325,383
glcG,71,59,63,134,94,120
glcF,160,147,116,223,170,246
glcE,51,65,41,63,60,85
glcD,117,138,72,105,104,146
glcC,278,181,138,57,77,60
yghO,84,74,78,61,50,69
insH-9,487,491,594,512,524,550
yghQ,77,61,88,83,55,72
yghR,10,18,24,16,7,18
yghS,23,18,21,24,27,25
yghT,11,10,14,7,9,8
pitB,46,58,54,88,77,97
gss,2746,2732,3008,1024,889,1026
yghU,1307,1067,1233,277,246,290
hybG,266,207,277,322,226,317
hybF,138,107,112,376,314,338
hybE,374,439,429,892,781,816
hybD,560,786,694,1254,1120,1185
hybC,515,644,583,3812,3405,3795
hybB,84,93,66,3861,3608,4219
hybA,68,90,77,5948,5274,6402
hybO,130,103,69,5565,5086,6285
yghW,18,18,20,81,75,73
yqhI,44,67,80,12,6,10
gpr,175,138,128,185,164,181
yqhA,301,256,214,509,441,487
yghA,279,276,285,426,252,353
exbD,13550,11681,17433,639,665,893
exbB,23632,21230,30577,1119,1210,1536
metC,1184,1204,1229,322,266,288
yghB,2354,3293,1844,1599,1278,1551
yqhC,182,149,128,181,195,263
yqhD,812,659,522,1798,1695,1744
dkgA,1340,1055,1332,1840,1300,1731
yqhG,65,59,73,57,54,63
yqhH,23,13,26,48,39,49
ygiQ,1028,852,1371,3132,3094,3811
ftsP,1157,887,1380,1023,939,1223
plsC,1136,862,1354,1521,1508,1930
parC,2396,2072,3012,4682,4210,5226
ygiS,411,505,558,303,242,332
mqsA,492,616,453,137,112,97
mqsR,511,605,409,130,94,128
ygiV,77,115,55,257,220,239
ygiW,675,679,404,6254,5554,6761
qseB,75,77,106,81,57,78
qseC,253,247,231,302,233,298
ygiZ,3,5,7,2,4,5
mdaB,708,748,984,273,261,289
ygiN,2381,2036,2144,993,977,1062
parE,2179,1793,2857,3548,3298,3843
yqiA,592,473,612,697,602,746
cpdA,1360,1286,1428,1195,1107,1247
yqiB,1764,1545,1790,1265,1076,1431
nudF,1010,973,1187,781,655,853
tolC,9681,6516,9919,16883,15141,19472
ygiA,73,74,134,276,303,293
ygiB,2938,2469,4578,5743,5268,6432
ygiC,1185,1075,2076,2404,2113,2656
ygiD,397,464,520,196,203,313
zupT,1377,1449,1830,482,399,480
yqiD,119,107,152,92,93,90
ribB,4093,5227,8249,13727,11842,13967
ubiK,971,861,902,638,559,616
ygiL,7,10,4,33,38,45
insC-5,102,120,125,108,76,105
insD-5,118,139,159,112,92,92
yqiH,12,14,10,26,13,23
yqiI,39,29,26,22,30,32
glgS,212,210,178,801,728,716
yqiJ,147,118,113,107,107,118
yqiK,178,208,229,399,384,375
sibD,788,835,720,218,172,259
ibsD,0,0,0,0,0,0
sibE,457,519,537,134,102,138
ibsE,0,0,0,0,0,0
rfaE,937,835,1140,996,872,1018
glnE,3540,3440,3538,1731,1544,1759
ygiF,763,759,910,533,502,568
ygiM,179,200,278,1007,798,880
cca,2350,2635,2791,2634,2155,2556
bacA,263,264,267,382,292,361
folB,104,92,123,233,223,238
plsY,213,216,275,398,304,400
ttdR,26,15,23,47,48,47
ttdA,20,26,19,28,17,26
ttdB,19,24,34,20,17,22
ttdT,134,98,166,298,267,396
tsaD,405,299,473,976,844,1016
rpsU,4794,4851,5891,18733,16592,19124
dnaG,3042,3015,3865,14338,12330,15976
rpoD,10680,11041,12753,16400,15593,20457
mug,392,340,410,342,288,331
ileX,53,64,70,3,5,6
nfeF,651,599,862,63,75,90
nfeR,259,300,261,142,147,156
aer,94,70,92,48,42,50
patA,1765,1295,1793,360,349,373
ygjH,75,46,74,16,17,16
ebgR,648,507,1281,1489,1293,1644
ebgA,91,91,126,413,455,524
