Geneid,M9-41T-3,M9-41T-4,M9-41T-5,TB-41T-4,TB-41T-5,TB-41T-6
thrL,208,277,225,104,113,110
thrA,62076,97798,67105,1184,1229,1317
thrB,6974,10822,6919,188,294,256
thrC,11413,15378,11340,455,473,473
yaaX,133,133,129,77,72,62
yaaA,740,419,744,893,831,881
yaaJ,180,271,128,336,378,379
talB,10615,10359,11299,11742,13337,12969
mog,684,603,691,1326,1676,1508
satP,245,320,214,273,323,326
yaaW,31,38,42,53,49,64
mbiA,0,0,0,0,0,0
yaaI,36,41,33,26,29,27
dnaK,4482,16936,4796,14824,24408,22803
dnaJ,2779,4893,2771,8026,13067,12066
insL-1,715,588,670,974,1506,1419
mokC,57,182,84,54,98,82
hokC,0,0,0,0,0,0
sokC,29,24,19,4,7,7
nhaA,1533,1571,1151,416,463,540
nhaR,1619,1608,1255,470,532,536
insB-1,151,186,135,93,111,119
insA-1,259,339,244,205,244,212
rpsT,12853,3599,10409,9022,8116,8581
yaaY,203,156,147,76,99,104
ribF,8338,5590,7862,5395,6466,6398
ileS,26256,22425,27112,19077,24071,22286
lspA,4413,3927,4277,3032,3728,3442
fkpB,3911,3369,3648,2854,3594,3517
ispH,3000,1931,2825,2448,3122,3125
rihC,141,163,169,603,774,699
dapB,1358,1156,1616,687,892,856
carA,16173,4830,21035,1091,1372,1304
carB,23050,13553,32917,2009,3148,2974
caiF,238,343,280,417,600,531
caiE,19,33,17,41,56,44
caiD,7,17,11,44,67,62
caiC,129,251,133,268,366,326
caiB,123,218,169,308,428,437
caiA,55,116,67,105,165,148
caiT,24,24,24,12,15,7
fixA,12,7,14,3,15,11
fixB,21,17,20,5,6,11
fixC,35,23,31,11,20,18
fixX,3,8,6,1,1,3
yaaU,17,14,14,11,7,9
kefF,145,118,113,52,82,80
kefC,300,276,298,143,169,168
folA,924,523,922,1903,2133,2109
apaH,1356,764,1060,1355,1530,1491
apaG,1690,1229,1338,1202,1366,1366
rsmA,2516,1654,2425,2052,2362,2344
pdxA,2107,878,1823,1577,1918,1935
surA,9162,5334,8399,7306,8326,7754
lptD,9891,5662,9543,5783,6717,6959
djlA,1581,1001,1463,1015,1086,1146
yabP,586,510,506,234,246,281
yabQ,366,374,307,80,89,94
rluA,569,506,504,1437,1814,1880
rapA,2250,2182,1795,9970,12782,12221
polB,1189,996,1052,873,1091,988
araD,22,24,40,19,25,25
araA,111,89,113,59,75,62
araB,42,45,63,30,24,25
araC,187,352,347,55,73,48
yabI,550,435,452,290,311,342
thiQ,208,98,158,207,243,256
thiP,209,140,137,478,630,544
thiB,144,73,87,288,307,297
sgrR,496,613,523,555,750,690
sgrS,72,516,201,85,108,125
sgrT,71,564,216,90,124,132
setA,218,185,250,92,80,118
leuD,5413,3681,8309,119,130,134
leuC,8987,5294,16855,129,187,153
leuB,8173,4058,15959,101,180,143
leuA,12801,7897,24924,135,158,153
leuL,851,400,681,16,19,19
leuO,245,476,281,64,60,50
yabR,3,2,2,0,0,0
ilvI,2896,1716,3456,74,123,112
ilvH,1765,1195,2134,45,61,61
cra,692,1019,803,965,1374,1140
mraZ,1093,1080,1370,1036,1382,1280
rsmH,1471,1695,1925,1532,1939,1875
ftsL,705,803,932,622,810,777
ftsI,1887,1938,2589,1760,2136,2149
murE,2351,2245,3173,3408,4389,4204
murF,3327,3119,4658,5839,7227,6759
mraY,1857,1609,2211,2507,3102,2790
murD,2213,2184,2512,2705,3356,2804
ftsW,1741,1476,1784,1692,2139,1845
murG,1795,1750,1850,1857,2315,2025
murC,3822,3916,4567,3881,4496,4461
ddlB,2518,2572,2317,2149,2431,2402
ftsQ,2219,2007,2091,1376,1550,1461
ftsA,3683,3720,3946,2159,2568,2413
ftsZ,12023,13545,14073,7392,8565,8291
lpxC,27512,37688,30756,24988,29511,29918
secM,4032,2388,3481,3303,3943,4107
secA,12309,7854,9982,11775,14505,13725
mutT,396,195,288,295,293,307
yacG,390,221,342,294,326,319
zapD,1380,1102,1555,1177,1408,1487
coaE,745,641,841,372,439,500
yacM,11,18,12,7,16,5
guaC,2220,671,2486,959,1008,1045
hofC,196,109,153,104,124,158
hofB,338,377,311,174,224,218
ppdD,21,10,27,16,20,18
nadC,582,299,470,122,141,126
ampD,306,379,348,133,146,129
ampE,527,554,499,154,212,187
aroP,3645,2640,2830,253,327,313
pdhR,1884,1161,1635,588,1036,1147
aceE,62541,100018,65758,91607,117818,118079
aceF,24395,37206,22694,39238,48838,45469
lpd,13115,16235,14862,19390,23084,22641
yacH,172,148,188,143,168,153
acnB,16359,23410,30787,10834,15164,14771
yacL,128,244,132,165,230,179
speD,3514,2047,4325,2416,2893,2953
speE,4738,3160,5692,3075,3781,3944
yacC,1728,849,1756,430,473,500
cueO,663,2185,1060,766,798,870
gcd,6248,3765,4252,662,965,952
hpt,893,581,870,759,856,845
can,5433,1833,5273,1202,1476,1530
yadG,985,847,975,840,873,903
yadH,1354,1373,1222,1053,1233,1195
yadI,142,320,145,97,148,150
yadE,389,211,334,232,259,280
panD,3204,1464,3407,1103,1035,1139
rpnC,199,137,203,54,48,65
panC,3693,2983,3872,1725,2011,1982
panB,3429,3499,4031,2663,3236,3081
yadC,39,17,24,15,15,22
yadK,12,10,14,16,6,9
yadL,12,9,6,3,14,8
yadM,9,11,11,13,4,15
htrE,38,56,33,32,25,39
yadV,14,15,14,10,9,13
yadN,6,7,3,45,48,61
folK,605,166,610,278,287,309
pcnB,5329,1836,5046,5666,6744,6923
gluQ,246,165,183,241,352,335
dksA,6191,6694,5714,2635,3206,3090
sfsA,1957,2760,1561,1043,1263,1173
thpR,101,83,92,66,82,89
hrpB,1293,950,1289,928,1165,1226
mrcB,2741,2385,2814,2622,3088,3017
fhuA,17002,17268,19605,1763,2728,2551
fhuC,1827,1662,2224,207,352,298
fhuD,735,456,814,95,144,136
fhuB,1720,1578,1875,446,589,557
hemL,3804,3840,4431,5721,7465,7083
clcA,855,1236,648,863,1095,1065
yadW,16,19,19,33,22,37
erpA,1559,1762,1443,807,888,935
yadS,309,162,311,134,161,176
btuF,769,344,615,531,601,621
mtn,4750,3588,4908,2005,2287,2272
dgt,1187,816,1004,489,581,577
degP,779,771,1368,3500,3886,3816
cdaR,213,221,270,317,387,374
yaeH,1882,3294,2025,521,751,677
yaeI,258,162,221,91,101,87
dapD,8369,5615,8557,2593,3161,2921
glnD,6305,6027,7322,1783,2083,2014
map,6672,5280,6306,3472,3955,3842
tff,2394,2259,2439,2274,2770,2750
rpsB,42544,39276,45224,43474,52815,50756
tsf,20370,22843,27142,30170,35995,34750
pyrH,4566,3275,5025,6156,7456,7226
frr,9138,5910,8865,8188,9142,8885
dxr,1607,1610,1511,2484,3181,2918
ispU,3322,1307,2411,1581,1870,1862
cdsA,1809,775,1227,1064,1266,1053
rseP,3112,1655,2566,2275,2848,2651
bamA,14016,9565,13832,13557,16316,15498
skp,18743,14289,18440,8575,9868,9038
lpxD,13035,8857,12636,11822,13167,12738
fabZ,5447,4212,4702,3629,3673,3631
lpxA,8655,6861,7756,5910,6485,6266
lpxB,2839,1653,2341,1885,2131,2098
rnhB,929,439,727,1048,1295,1212
dnaE,6811,4245,6150,7255,9057,8502
accA,3265,1721,3052,2783,3160,3126
ldcC,1419,1913,848,533,656,636
yaeR,486,570,379,207,279,252
tilS,881,499,731,492,722,607
rof,1074,2188,1101,417,493,522
yaeP,341,665,361,119,122,124
yaeQ,535,425,376,529,604,608
arfB,276,287,215,291,323,333
nlpE,276,355,213,238,291,251
yaeF,157,163,142,85,132,110
proS,8670,4677,9281,9385,11028,10823
trmO,773,385,787,653,771,729
rcsF,1858,1112,1612,1165,1256,1302
metQ,4765,10718,7186,1346,1465,1533
metI,675,1434,1007,451,513,512
metN,470,1139,827,753,718,730
gmhB,1253,1109,1281,1065,1098,1128
rrsH,1857,4034,2703,4197,4969,1582
ileV,298,155,218,104,118,119
alaV,338,117,251,76,111,116
rrlH,5852,12100,8801,12376,13543,5526
rrfH,5,5,4,2,6,5
aspU,554,354,403,224,280,314
dkgB,270,198,263,106,118,122
yafC,165,200,167,88,106,114
yafD,2119,2289,2290,516,619,583
yafE,479,405,462,99,110,129
mltD,15491,5593,12763,7642,8342,8646
gloB,1009,1195,893,552,573,596
yafS,936,715,795,424,463,480
rnhA,858,513,700,336,365,377
dnaQ,1242,895,1089,557,586,618
aspV,206,101,120,59,50,47
yafT,28,19,25,28,39,48
ykfM,5,2,3,12,14,9
yafV,509,594,443,263,345,325
ivy,657,1975,700,477,651,553
fadE,533,1392,1147,170,271,222
lpcA,2258,2260,2425,1014,1092,1122
yafJ,1466,924,1443,466,537,555
yafK,6636,2260,5992,1699,1948,1968
yafQ,380,329,341,139,124,179
dinJ,580,539,452,124,145,129
yafL,39,22,36,14,14,21
rayT,57,86,52,70,77,68
dinB,263,265,253,161,159,157
yafN,197,214,211,58,57,69
yafO,53,34,61,11,13,14
yafP,26,25,40,23,26,21
pepD,4354,4405,5372,4516,4946,4868
gpt,827,173,523,509,551,530
frsA,1917,2111,1945,1417,1763,1722
insB9,89,134,93,54,68,75
insA9,144,274,178,143,145,132
phoE,110,72,238,11,20,22
proB,3449,2420,3758,2091,2418,2397
proA,1235,1048,1429,729,873,783
thrW,125,158,159,89,125,142
ykfI,81,93,55,185,274,247
yafW,19,25,33,52,84,76
ykfH,9,3,3,22,21,32
ykfG,22,23,21,54,93,70
yafX,210,91,154,110,114,122
ykfF,125,49,101,45,56,59
ykfB,349,429,327,124,174,154
yafY,47,56,67,32,43,39
yafZ,27,17,23,34,39,35
ykfA,164,158,169,98,136,101
perR,158,149,131,65,83,83
insI-1,387,339,361,225,314,287
eyeA,57,46,47,21,24,25
ykfC,223,252,225,155,165,140
insH-1,624,784,674,436,529,511
mmuP,93,210,134,38,35,23
mmuM,171,276,176,89,115,94
afuC,48,105,59,77,84,70
insB-2,158,198,147,144,156,167
insA-2,128,203,134,132,149,149
yagB,99,62,92,29,36,50
yagA,13,14,10,3,2,3
yagE,79,94,104,92,132,126
yagF,73,60,92,121,169,129
yagG,14,35,23,28,29,39
yagH,61,104,76,120,167,138
xynR,387,391,355,512,707,689
argF,858,1168,1094,1349,1554,1431
ykgS,53,61,52,29,30,34
insB-3,205,281,187,131,181,150
insA-3,120,198,104,120,134,140
yagJ,231,250,193,94,113,91
yagK,140,114,121,29,28,34
yagL,29,30,39,26,20,46
yagM,11,9,8,10,2,19
ykgV,19,5,9,5,14,5
yagN,881,553,844,146,173,243
intF,525,673,500,175,195,229
yagP,96,85,103,36,36,49
paoD,105,117,73,32,60,40
paoC,163,156,119,34,57,47
paoB,63,68,51,5,22,18
paoA,63,63,45,13,13,16
yagU,272,1649,462,71,82,73
ykgJ,49,61,47,11,9,9
ecpE,69,67,59,28,44,38
ecpD,217,207,177,96,95,89
ecpC,146,99,123,49,62,73
ecpB,9,14,9,12,25,35
ecpA,111,139,85,48,62,69
ecpR,5,6,6,13,26,16
ykgL,24,128,11,3,5,13
ykgO,8,793,10,13,14,13
ykgM,10,1439,12,23,18,19
ykgR,5,33,5,46,53,58
insE-1,85,71,69,39,31,43
insF-1,152,118,180,130,91,114
rclC,24,8,13,5,16,20
rclB,10,2,14,4,9,12
rclA,47,77,26,7,15,19
rclR,11,11,7,6,5,5
ykgE,31,43,31,355,547,463
ykgF,104,123,84,658,959,839
ykgG,34,55,29,191,294,275
ykgH,6,5,2,10,12,10
betA,173,230,237,82,133,124
betB,316,442,382,94,180,165
betI,176,294,238,57,113,134
betT,289,425,255,72,186,171
yahV,1,3,1,4,1,2
pdeL,91,56,71,49,78,85
yahB,171,90,166,37,56,56
yahC,8,9,2,4,2,6
yahD,30,118,40,21,15,10
yahE,11,16,9,4,6,3
yahF,17,26,23,25,19,28
yahG,83,50,60,33,27,22
yahH,41,26,24,6,6,14
yahI,32,26,23,14,24,12
yahJ,362,316,348,149,163,192
yahK,594,646,421,101,107,107
yahL,7,7,3,3,4,6
yahM,7,22,4,22,17,25
yahN,8,31,7,39,68,41
yahO,346,610,158,41,27,33
prpR,67,250,105,16,8,13
prpB,53,36,47,21,32,31
prpC,31,20,20,7,12,9
prpD,47,34,45,19,26,25
prpE,147,92,110,42,55,52
codB,3658,1360,4971,177,208,208
codA,1511,839,2051,223,241,238
cynR,100,50,117,75,93,74
cynT,143,1994,174,902,766,982
cynS,157,3875,161,830,751,902
cynX,367,6945,357,1798,1630,1912
lacA,35,160,26,139,94,137
lacY,44,41,47,86,108,95
lacZ,110,85,115,939,987,956
lacI,894,622,822,366,426,511
mhpR,44,592,127,7,24,24
mhpA,26,33,31,14,10,17
mhpB,19,10,14,8,13,17
mhpC,39,14,34,15,12,7
mhpD,15,15,24,6,17,7
mhpF,35,36,39,24,30,25
mhpE,33,29,30,10,21,21
mhpT,125,114,80,24,38,52
yaiL,778,585,672,534,501,564
frmB,1017,727,934,636,867,878
frmA,585,439,569,621,825,808
frmR,220,158,211,210,302,263
yaiO,83,112,76,20,21,35
insC-1,117,120,111,45,63,61
insD-1,149,153,149,62,76,77
yaiP,31,27,33,3,8,11
ykiC,0,0,0,1,0,0
yaiS,2,2,3,0,1,3
tauA,18,336,154,12,6,10
tauB,20,137,87,9,10,14
tauC,25,104,75,4,6,7
tauD,137,289,243,91,99,137
hemB,3010,3427,3404,2326,2754,2800
insF-2,204,141,219,125,106,101
insE-2,90,104,103,43,47,49
iprA,13,6,15,7,7,9
ampH,638,452,782,581,640,620
sbmA,624,691,492,918,1001,999
yaiW,278,463,272,285,296,261
yaiY,107,1194,277,101,143,130
yaiZ,194,554,355,141,182,165
ddlA,2155,2462,2307,1885,2148,2244
iraP,102,592,201,29,40,61
phoA,227,502,302,103,142,166
psiF,555,578,353,51,57,61
dgcC,119,60,95,88,81,83
proC,1078,510,1028,922,1058,1092
yaiI,899,812,814,964,1143,1074
aroL,1348,1217,1110,1371,1694,1608
yaiA,1440,1576,890,691,845,820
aroM,1041,729,859,924,1221,1132
ppnP,1024,530,666,307,424,421
ykiD,83,48,59,28,39,39
rdgC,1355,421,1297,822,922,958
mak,145,148,137,101,148,106
araJ,1034,855,886,265,314,329
sbcC,1406,806,1496,1436,1800,1787
sbcD,875,628,906,775,935,918
phoB,212,208,251,160,127,177
phoR,451,405,460,267,306,301
brnQ,4288,4248,3718,1701,2102,2140
proY,1383,1059,1134,1238,1326,1315
malZ,1361,1568,1930,744,895,840
acpH,441,243,426,139,176,185
queA,2362,638,1753,2644,3224,3362
tgt,7524,2488,5760,8190,9247,9355
yajC,5256,3189,5018,5178,5471,5725
secD,7483,4259,7260,12366,13265,12939
secF,4108,3240,3824,7062,8274,8046
yajD,315,395,338,353,383,399
tsx,2789,1350,2633,1529,1800,1562
yajI,178,455,198,152,186,187
nrdR,1018,984,996,662,792,799
ribD,3307,3218,3767,2451,2978,2751
ribE,2153,1355,2124,1727,1738,1646
nusB,2966,1730,2964,3484,3561,3514
thiL,901,527,759,989,1141,1089
pgpA,1334,1601,1195,693,841,744
yajO,1163,1697,991,476,544,570
dxs,4869,2928,4522,4487,5192,5001
ispA,3748,2002,3721,3740,4159,4231
xseB,1105,601,1078,1254,1259,1190
thiI,4145,1759,3672,5930,6741,6831
yajL,538,742,641,333,452,427
panE,1406,2200,1557,1065,1412,1258
yajQ,849,737,938,915,1062,929
yajR,450,214,404,426,541,518
cyoE,8003,6437,7166,1661,2142,1905
cyoD,3906,3103,4002,878,1140,1077
cyoC,6630,4954,7370,1630,1928,2041
cyoB,19418,15036,24032,3780,5212,5213
cyoA,10974,10207,13803,1487,2239,2242
ampG,1570,492,1278,2969,3153,3357
yajG,3197,1076,2769,5080,4930,5498
bolA,4344,3964,1938,474,651,605
tig,26048,11938,24942,29592,34396,32930
clpP,8417,13002,8883,7479,9738,9154
clpX,20928,26678,20502,16751,21316,20722
lon,8500,12510,7879,14541,20751,18994
hupB,11184,8161,10529,4927,5885,5385
ppiD,5258,3637,4948,5067,5729,5835
ybaV,39,59,34,42,66,51
fadM,136,119,82,40,62,77
queC,952,839,1027,409,432,394
ybaE,271,703,423,213,338,283
cof,687,420,506,228,244,264
decR,178,92,167,127,135,149
mdlA,693,419,698,552,643,690
mdlB,599,411,547,526,554,659
glnK,15,199,38,31,31,32
amtB,385,968,466,211,192,181
tesB,1062,833,1059,419,460,480
ybaY,2305,1621,1246,289,325,342
atl,179,172,149,32,36,29
ffs,41,14,13,13,14,15
ybaA,66,78,52,36,56,54
pdeB,245,319,242,150,209,175
ylaC,658,1852,1662,985,1411,1670
maa,1606,882,1541,1231,1758,1806
hha,3971,3611,3916,3362,4014,4731
tomB,1764,1393,1473,704,927,1006
acrB,7941,6368,7182,6975,8080,7750
acrA,4677,2908,4546,3752,3955,3934
acrR,1082,659,865,397,457,432
mscK,1590,1177,1550,1752,1930,1893
ybaM,255,193,214,125,123,167
priC,547,528,590,325,376,369
ybaN,2161,1272,2063,195,248,239
apt,3756,1230,3291,1823,1262,1432
dnaX,4752,2738,4324,3424,4021,3825
ybaB,3424,2097,3171,3727,4388,4060
recR,3527,1602,2965,3616,4240,3829
htpG,2826,6622,2792,5910,9084,8613
adk,5797,3184,5735,5087,6098,5948
hemH,242,202,188,611,525,500
aes,63,104,74,65,77,72
gsk,1402,719,1342,2173,2313,2593
ybaL,3754,1836,2906,2071,2377,2338
fsr,559,287,531,212,214,237
ushA,1301,1944,1098,1052,1328,1190
ybaK,490,440,463,212,264,272
chiX,91,77,66,9,7,11
ybaP,886,643,785,455,506,533
ybaQ,3415,2168,2840,287,324,369
copA,3581,22974,8405,3741,3620,4046
glsA,377,1646,98,98,80,93
ybaT,730,3128,266,177,208,208
cueR,914,1326,953,377,556,439
ybbJ,583,852,517,231,302,273
qmcA,435,937,439,368,469,484
fetA,195,230,157,253,280,275
fetB,123,155,107,138,158,123
cnoX,1259,1479,1105,898,1095,1053
ybbO,737,536,671,358,391,429
tesA,1897,1636,1701,878,1026,1035
ybbA,507,281,468,216,283,287
ybbP,736,451,676,425,491,471
rhsD,251,202,209,151,192,205
ybbC,25,15,12,5,12,5
ylbG,81,77,84,46,48,50
selU,339,224,337,524,558,547
allS,22,27,17,17,20,21
allA,37,41,24,33,38,43
allR,831,784,707,224,294,278
gcl,93,102,73,31,33,17
hyi,8,11,13,2,6,4
glxR,15,10,10,7,7,13
ybbW,12,4,3,12,9,9
allB,99,87,74,46,61,52
ybbY,200,119,152,49,59,60
glxK,208,180,148,174,248,173
allE,118,193,157,56,50,67
allC,99,93,71,29,44,47
allD,3,11,9,8,12,11
fdrA,8,13,5,5,6,3
ylbE,72,50,55,31,30,33
ylbF,62,59,52,22,46,35
ybcF,134,44,147,21,32,32
purK,4970,1327,4462,533,683,648
purE,3753,632,3040,445,503,489
lpxH,1521,650,1374,1653,1760,1850
ppiB,4515,2990,4414,3527,3359,3743
cysS,2250,1290,2410,2302,2604,2605
ybcI,165,55,139,115,146,159
ybcJ,404,173,358,134,163,148
folD,6581,3046,6480,3527,3776,3889
sfmA,8,10,1,3,1,6
sfmC,10,5,7,6,3,7
sfmD,31,44,26,19,14,27
sfmH,2,1,1,2,3,0
sfmF,25,15,27,6,4,5
fimZ,10,15,18,6,5,6
argU,103,53,94,13,24,36
intD,648,620,633,226,312,297
insE-3,106,129,92,46,40,44
insF-3,158,133,201,107,114,101
emrE,135,150,116,136,167,190
ylcJ,4,1,2,1,2,0
ybcK,31,15,22,13,16,19
ybcL,153,121,90,33,25,54
ybcM,427,487,354,122,172,167
ylcH,4,4,2,0,0,2
ybcN,1,7,7,2,4,0
ninE,1,1,2,1,1,1
ybcO,10,3,5,4,8,1
rusA,6,4,3,1,2,0
ylcG,2,2,2,0,1,0
ybcQ,20,34,26,5,5,8
insH-2,664,904,839,468,545,532
essD,23,35,21,6,12,15
rrrD,52,87,56,30,52,41
rzpD,9,25,19,75,91,102
rzoD,0,0,0,0,0,0
borD,126,116,121,653,729,852
ybcV,66,133,57,66,62,62
ybcW,92,447,114,102,133,108
ylcI,23,75,30,22,24,21
nohD,52,59,57,18,23,20
tfaD,38,36,37,11,16,26
tfaX,21,12,13,2,5,4
appY,580,195,466,61,63,68
ompT,1684,1688,2721,1086,1147,1279
envY,82,83,90,24,15,31
ybcH,45,75,67,167,168,178
nfrA,518,649,632,1726,1971,2059
nfrB,343,387,389,845,880,1074
cusS,546,285,515,375,392,438
cusR,540,236,440,409,413,423
cusC,59,55,44,32,35,33
cusF,24,32,21,7,12,15
cusB,76,79,75,28,40,32
cusA,258,233,251,115,151,171
pheP,829,514,725,1564,1925,1921
ybdG,452,553,485,629,733,765
nfsB,910,891,1094,841,875,952
ybdF,225,374,235,102,132,125
ybdJ,192,250,145,61,66,99
ybdK,1059,1633,714,165,184,216
sokE,111,52,51,15,15,20
hokE,2,5,3,1,1,1
insL-2,698,599,725,823,1253,1216
entD,6269,2523,6143,97,124,137
fepA,19038,5379,19975,164,244,291
fes,2571,1133,2649,29,53,66
ybdZ,665,356,753,6,16,22
entF,19825,13364,22554,299,481,448
fepE,236,113,301,57,82,80
fepC,1108,780,1132,57,87,99
fepG,1086,656,1032,59,112,114
fepD,3137,2223,2714,124,207,225
entS,2252,776,1722,109,183,163
fepB,4712,2299,4717,175,222,243
entC,11308,2260,11103,179,326,301
entE,8410,2204,8642,162,290,296
entB,8220,3166,8557,166,243,236
entA,5921,2137,5414,158,233,216
entH,3446,1205,2920,56,98,91
cstA,3085,7489,4971,192,280,230
ybdD,263,437,353,72,72,73
hcxA,290,544,430,137,157,155
ybdL,319,859,601,373,385,422
ybdM,55,91,61,33,30,32
ybdN,38,24,22,14,18,16
ybdO,49,28,25,6,14,12
dsbG,1041,527,798,584,581,616
ahpC,28640,31128,31838,95419,37589,42561
ahpF,4477,5245,4168,38841,11118,12937
uspG,405,3986,504,3208,3936,3971
ybdR,406,611,300,102,81,103
yldA,53,61,19,22,19,9
rnk,2455,1373,2815,1626,2036,2075
rna,1906,1390,1536,958,1097,1009
citT,84,85,63,308,344,480
citG,66,64,72,110,119,167
citX,29,39,30,815,846,1015
citF,55,180,76,4242,4090,5482
citE,53,123,80,2132,1964,2676
citD,27,44,26,1032,959,1250
citC,106,219,105,245,229,327
dpiB,198,203,162,141,152,159
dpiA,244,261,285,326,382,377
dcuC,220,490,407,985,1349,1210
pagP,376,1058,312,720,811,790
cspE,28703,27565,29383,15716,15529,17102
crcB,179,335,162,244,231,240
tatE,317,294,232,310,332,337
lipA,12340,10631,12143,6820,7878,8458
ybeF,157,161,136,83,133,134
lipB,495,285,449,301,437,458
ybeD,1199,2043,1178,1071,1346,1472
dacA,7079,2887,7198,9924,10298,11730
rlpA,7501,4122,7882,5313,6417,6728
mrdB,1615,846,1528,2492,3047,3130
mrdA,2393,881,2522,3777,4390,4836
rlmH,726,260,651,913,1026,1122
rsfS,1021,462,1055,1301,1453,1607
cobC,311,169,299,275,351,322
nadD,1463,977,1462,1342,1624,1718
holA,2576,1159,2435,1977,2325,2385
lptE,1906,1461,1873,1706,1950,1937
leuS,17712,12847,18493,18730,20815,21744
ybeL,1192,1985,780,480,619,662
ybeQ,190,255,145,63,71,94
ybeR,5,3,4,6,13,12
djlB,78,42,47,15,25,22
ybeT,7,6,2,4,1,2
ybeU,16,13,14,11,6,17
djlC,84,71,74,17,37,28
hscC,84,79,75,118,169,128
rihA,607,788,1282,2382,3370,2967
gltL,865,943,891,1193,1393,1342
gltK,918,1046,1106,1216,1338,1421
gltJ,735,710,846,723,878,864
gltI,2801,4618,3882,1668,2077,2079
insH-3,691,1053,776,669,743,784
lnt,3190,2317,3259,7108,8596,9046
ybeX,2932,2498,3292,3976,4786,4854
ybeY,1762,2308,1952,2721,3265,3503
ybeZ,4924,6126,5416,6582,8189,8324
miaB,5706,3141,5831,6607,7379,7799
ubiF,2064,2248,1854,1409,1665,1693
glnX,301,210,226,287,335,355
glnV,334,146,222,246,360,346
metU,586,107,399,130,191,209
glnW,1675,465,1380,910,1172,1322
glnU,1556,422,1148,987,1102,1309
leuW,2373,682,1743,1084,1226,1436
metT,682,245,510,183,147,210
asnB,6733,5335,8721,1941,3968,4134
umpH,1906,1281,2085,1439,1757,1848
nagC,3690,3021,3814,3633,4330,4650
nagA,2316,2597,2657,4232,4979,5250
nagB,537,595,521,580,705,720
nagE,975,1581,1178,1049,1383,1234
glnS,16188,11645,18026,18996,21050,22239
chiP,33,55,40,62,79,92
chiQ,82,111,132,53,60,61
fur,7459,6495,8069,5456,5043,5692
uof,715,494,791,445,403,437
fldA,7124,3671,7082,5846,5119,6264
ybfE,513,175,482,506,568,641
ybfF,1443,872,1550,747,963,935
seqA,4596,3959,5075,4451,5153,5436
pgm,11796,11456,13344,10114,12270,12399
ybfP,86,57,82,54,65,62
potE,190,206,169,108,115,114
speF,107,62,88,25,36,42
ybfK,2,1,1,0,2,0
kdpE,99,74,87,47,55,77
kdpD,856,728,847,493,609,675
kdpC,154,123,126,100,101,119
kdpB,209,171,184,85,102,87
kdpA,39,36,52,15,24,21
kdpF,0,1,1,0,0,0
ybfA,7036,15807,9448,5583,6130,6904
rhsC,2926,3232,2981,2980,3670,3745
ybfB,114,321,137,74,88,116
ybfC,103,235,137,28,43,44
ybfQ,109,362,171,37,43,50
ybfD,142,427,214,61,46,56
ybgA,1839,1370,1158,243,266,313
phr,816,434,494,189,267,289
dtpD,1654,1188,1528,3624,3469,4007
ybgI,2783,3001,2948,902,1083,1124
pxpB,1267,1310,1398,355,426,456
pxpC,1355,1549,1563,464,549,596
pxpA,891,924,988,332,451,429
nei,479,426,605,436,454,487
abrB,332,463,316,664,689,730
ybgO,149,204,160,31,49,47
ybgP,44,53,43,14,15,15
ybgQ,99,83,71,29,36,48
ybgD,27,23,15,2,10,6
gltA,17500,22051,30576,3814,5009,5577
ybgU,935,1564,2034,85,174,211
sdhC,1927,3607,5257,292,589,699
sdhD,959,1628,2769,176,440,533
sdhA,2975,3748,8251,799,1764,1843
sdhB,1325,1367,3294,513,910,1007
sucA,6360,5008,15891,2807,3746,3710
sucB,3451,3301,8995,2060,2411,2253
sucC,3039,2933,8229,1659,2012,1845
sucD,2417,3258,6894,1002,1373,1240
mngR,201,165,209,221,202,222
mngA,29,33,25,18,29,37
mngB,646,803,670,414,479,515
cydA,65054,69894,63411,27058,29867,32175
cydB,34226,41881,35086,14402,16213,17020
cydX,1155,1423,1080,451,432,474
ybgE,4644,6502,4509,2416,2648,2984
ybgC,2689,1064,2466,1286,1387,1508
tolQ,3776,1499,3574,3292,3731,3911
tolR,1616,720,1500,1404,1587,1704
tolA,4167,2232,3302,2578,2811,3155
tolB,18107,10220,18004,10120,11167,11677
pal,25719,19693,29596,14196,16011,16934
cpoB,6232,3676,6493,3962,4456,4840
lysT,3832,1304,3524,1936,2307,2778
valT,1925,581,1495,879,1089,1240
lysW,1523,474,1225,618,798,829
valZ,1139,252,849,402,501,544
lysY,753,211,615,341,351,458
lysZ,1841,612,1455,589,664,813
lysQ,519,131,387,153,160,155
nadA,5308,4375,8324,202,262,249
pnuC,1932,2090,2796,81,89,109
zitB,946,1083,1310,196,253,233
ybgS,753,631,435,209,245,254
aroG,55514,23516,50267,4842,5991,6071
gpmA,30264,29738,31989,2037,2395,2458
galM,975,593,986,647,824,786
galK,133,76,166,67,101,88
galT,939,1933,1619,19576,24878,23597
galE,2771,7535,5656,54038,71097,67635
modF,2728,2167,6151,653,848,798
modE,620,688,550,468,533,593
acrZ,317,316,229,71,79,100
modA,550,415,509,410,497,481
modB,172,149,168,102,126,93
modC,755,413,763,441,492,511
ybhA,881,393,870,1065,1005,1191
pgl,3601,3208,3333,1631,1875,1985
ybhD,126,100,104,34,47,50
ybhH,38,21,31,14,9,11
ybhI,38,36,43,7,12,12
ybhJ,318,244,275,134,155,161
ybhC,2584,1015,2590,2767,2974,3231
