Geneid,M9-PCU1T-1,M9-PCU1T-3,M9-PCU1T-2,TB-PCU1T-6,TB-PCU1T-5,TB-PCU1T-4
yzcX,86,74,93,92,95,85
yifL,352,348,314,367,351,419
dapF,2157,1838,1783,1702,1673,1694
yigA,1607,1332,1312,1103,1213,1209
xerC,1185,882,869,889,923,978
yigB,616,472,527,736,782,838
uvrD,5010,4655,4542,5417,5591,5681
yigE,167,158,147,159,231,239
corA,1249,1225,1229,1509,1276,1381
yigF,49,87,86,31,48,41
yigG,9,21,14,10,15,20
rarD,161,137,146,402,405,367
yigI,27,25,18,14,17,15
pldA,1193,915,913,1723,1733,1809
recQ,1668,1267,1365,2025,1939,2103
rhtC,851,688,721,189,158,144
rhtB,859,834,878,78,68,75
pldB,2539,2329,2207,1474,1520,1611
yigL,883,798,743,726,711,746
bioP,1263,960,869,161,183,214
metR,562,500,374,189,236,213
metE,36390,20696,14444,5367,3899,3335
ysgA,1122,1164,812,335,241,283
udp,1600,1708,1576,7004,5354,5310
rmuC,704,628,609,935,1024,1032
ubiE,4016,3448,3410,4083,4405,4528
ubiJ,690,589,557,645,605,733
esrE,0,0,0,0,0,0
ubiB,2395,1877,2030,3351,3920,3946
tatA,1440,1300,1262,1588,1701,1774
tatB,2170,1935,1922,2076,2235,2248
tatC,2269,2004,1810,2278,2761,2785
tatD,1049,694,798,1081,1158,1326
rfaH,462,477,459,696,785,811
ubiD,2925,2592,2666,3978,4006,4041
fre,2247,2069,1989,2266,2018,2085
fadA,313,332,314,207,219,210
fadB,165,149,81,58,78,57
pepQ,5345,5203,5011,4050,3954,4082
yigZ,1125,949,905,815,803,797
trkH,987,891,778,840,914,922
hemG,979,856,838,655,648,695
rrsA,1982,1014,3374,2498,6319,11380
ileT,226,187,206,115,88,118
alaT,200,192,146,88,106,125
rrlA,6335,3433,11572,8581,22411,37382
rrfA,2,0,1,4,3,8
mobB,51,67,44,42,66,73
mobA,149,118,154,136,145,119
yihD,747,818,672,770,860,889
srkA,1800,1613,1564,1905,2327,2581
dsbA,1954,1349,1458,2340,2539,3213
yihF,182,135,139,366,448,615
yihG,234,201,240,499,598,679
polA,2673,2320,2233,3647,3779,3707
spf,52,47,31,82,84,104
yihA,1250,1056,1050,1143,1191,1347
csrC,3585,1212,2108,4076,2758,2994
yihI,1049,940,967,843,848,889
hemN,1108,1130,1072,1234,1281,1323
yshB,319,336,338,238,352,414
glnG,1412,1026,926,6987,8187,8654
glnL,983,699,591,7001,6869,7051
glnA,14658,10813,9785,68785,68742,69097
bipA,12295,9608,10714,23689,25663,24575
yihL,120,62,69,43,43,46
yihM,132,61,81,24,23,31
yihN,16,6,3,13,6,12
ompL,13,7,11,10,16,15
yihO,35,35,37,25,33,24
yihP,31,40,39,24,27,25
yihQ,53,58,44,45,47,41
yihR,6,7,8,5,4,7
yihS,150,154,146,64,59,62
yihT,53,42,43,34,20,26
yihU,60,67,52,64,42,54
yihV,34,25,32,19,18,20
yihW,291,332,289,198,189,234
yihX,582,562,586,349,312,289
yihY,445,396,415,241,237,262
dtd,742,661,610,361,308,321
yiiD,784,726,703,315,299,302
yiiE,3,1,1,0,3,5
yiiF,27,38,36,21,26,24
fdhE,2296,2506,2192,5798,7352,7206
fdoI,469,479,372,5561,5731,5454
fdoH,327,307,205,7136,7194,6262
fdoG,1035,760,584,18043,17193,15434
fdhD,609,690,669,628,480,495
yiiG,22,29,28,58,61,70
frvR,30,34,32,35,36,32
frvX,30,31,21,22,29,38
frvB,24,34,24,13,19,23
frvA,11,13,24,6,10,9
rhaM,17,15,22,10,8,14
rhaD,61,59,76,24,33,27
rhaA,31,45,36,24,6,18
rhaB,51,33,40,21,16,22
rhaS,8,10,10,4,5,11
rhaR,77,70,83,40,36,34
rhaT,67,47,50,17,23,16
sodA,5226,5265,3515,563,545,464
kdgT,97,99,98,43,37,42
yiiM,554,524,512,404,460,517
cpxA,2920,2781,2697,3107,3694,4350
cpxR,2106,2280,2098,2486,2779,3492
cpxP,5396,4541,4372,5848,7523,8837
cpxQ,8,3,4,5,8,22
fieF,3041,3392,3442,1597,1815,2152
pfkA,10705,9241,9227,7871,7793,9510
sbp,277,211,134,127,107,147
cdh,132,136,125,415,548,544
tpiA,10248,8334,7907,9389,9892,10770
yiiQ,241,229,225,140,157,169
yiiR,278,393,375,136,177,153
yiiS,128,154,150,293,202,198
uspD,646,633,690,1044,940,905
fpr,1079,1077,1279,792,836,787
glpX,421,347,340,764,840,1040
glpK,497,525,474,4088,3460,3179
glpF,159,140,134,1039,1138,910
zapB,4041,3961,4376,3152,3600,3767
rraA,1038,1063,1060,1305,1416,1487
menA,483,448,394,1385,2043,2287
hslU,5664,5732,5349,8905,14411,16347
hslV,2874,2940,2699,4077,7023,8384
ftsN,2072,2110,1924,1901,2004,2177
cytR,705,537,453,520,587,595
priA,2131,2001,1716,1920,1912,2089
rpmE,5403,5890,6010,22631,25208,24858
yiiX,155,128,119,317,331,363
metJ,931,742,635,1747,1671,1650
metB,317,320,206,211,184,199
metL,1956,1798,1487,2095,2353,2315
metF,1042,749,314,322,425,368
katG,983,942,854,20996,16514,9933
yijE,513,527,455,1004,1046,585
yijF,44,33,35,57,63,44
gldA,148,110,138,742,644,541
fsaB,47,61,59,92,79,54
ptsA,39,35,25,34,27,33
frwC,17,15,21,7,15,13
frwB,23,13,12,2,9,14
pflD,176,194,175,83,92,95
pflC,66,58,58,16,36,22
frwD,32,48,37,13,11,18
yijO,383,397,367,142,165,192
eptC,1176,1228,1123,1481,1422,1328
ppc,10028,8425,7153,3982,3588,3505
argE,1994,1776,1615,299,325,338
argC,6529,3401,3141,682,767,694
argB,4058,2442,2019,330,420,368
argH,3919,2626,2106,604,555,474
oxyS,25,25,17,117,153,48
oxyR,6650,5847,6360,902,883,875
sthA,2362,1905,1743,2984,2930,2855
fabR,875,809,717,1648,1618,1770
yijD,1444,1267,1319,2286,2356,2347
trmA,2229,2453,2399,4042,4386,4285
btuB,2917,2915,2961,2416,2782,2738
murI,2166,1767,1921,1493,1779,1775
rrsB,2062,1074,3470,2461,6177,11311
gltT,2351,2500,2200,1460,1877,2213
rrlB,6221,3397,11440,8220,21556,36385
rrfB,2,1,1,1,2,5
murB,2951,2798,2851,2042,2107,2396
birA,853,742,780,646,550,659
coaA,1162,1121,1029,896,987,989
thrU,303,276,302,111,155,163
tyrU,1495,1179,1222,1037,1072,1171
glyT,244,173,219,495,611,698
thrT,1136,877,960,1689,1942,2092
tufB,22315,16410,18060,36491,37038,38691
secE,4209,4163,3387,7796,6734,7793
nusG,4886,4796,3991,9511,9269,9653
rplK,15571,14559,14680,46731,53647,50643
rplA,27732,24561,24472,77051,81675,78509
rplJ,45702,46874,43742,91994,109467,102083
rplL,16534,17599,16222,34606,41302,39801
rpoB,56501,56538,48147,112176,120447,118658
rpoC,49296,51672,42310,39589,43212,38860
yjaZ,154,179,157,149,176,191
sroH,8,24,13,18,18,9
thiH,98,76,96,160,167,172
thiG,50,31,32,86,93,91
thiS,11,10,12,62,35,26
thiF,42,41,27,226,214,222
thiE,44,34,37,220,189,182
thiC,410,464,407,937,855,833
rsd,1435,1589,1210,462,549,546
nudC,1257,1325,1137,658,730,739
hemE,2681,2475,2350,1919,1912,2158
nfi,1165,1033,963,941,960,990
yjaG,506,419,414,584,625,746
hupA,6639,6045,6110,4776,5140,5101
yjaH,269,230,182,525,587,565
zraP,65,67,65,1262,1246,938
zraS,138,124,118,235,293,293
zraR,163,146,172,166,202,172
purD,2145,767,1553,520,430,461
purH,3313,1629,2359,563,497,501
rrsE,2014,1021,3393,2532,6154,10941
gltV,173,170,169,79,106,86
rrlE,6273,3422,11345,8394,21713,36285
rrfE,1,1,0,3,4,3
yjaA,32,25,30,104,111,127
yjaB,21,9,6,36,33,48
metA,722,432,331,150,206,179
aceB,13110,14996,8776,2785,2516,2918
aceA,12970,14900,8781,3801,3125,3881
aceK,5838,6814,4331,2071,1920,2348
arpA,184,145,86,184,224,265
iclR,1270,1027,902,1042,1145,1173
metH,6678,5447,6626,2610,2117,1849
yjbB,250,211,207,402,369,371
pepE,221,143,156,1132,1479,1584
rluF,890,766,768,513,537,562
yjbD,526,450,396,169,191,209
lysC,2332,1989,2222,907,834,781
pgi,15169,12320,13930,11410,10773,10846
yjbE,77,99,106,26,13,16
yjbF,0,5,9,6,7,12
yjbG,5,8,12,12,16,9
yjbH,67,69,71,35,32,40
yjbT,228,342,203,9,8,7
psiE,871,888,775,45,53,44
xylE,297,360,297,36,23,27
malG,1334,551,926,321,193,213
malF,2199,733,1284,650,403,332
malE,6112,2024,3650,1866,1397,1037
malK,1622,313,516,552,342,280
lamB,4251,1172,2065,1750,1844,1996
malM,2547,915,1622,722,572,543
ubiC,174,157,163,214,195,188
ubiA,299,286,268,444,395,359
plsB,4526,3547,3886,8990,8392,8201
dgkA,437,465,399,496,524,508
lexA,2406,2042,2172,3685,2943,2933
dinF,940,686,768,1484,1270,1259
yjbJ,638,833,587,748,397,545
zur,654,587,600,451,474,480
yjbL,1,4,1,3,1,0
yjbM,11,12,13,6,4,2
dusA,1818,1857,1633,2344,2642,2932
pspG,157,124,205,97,118,163
qorA,1302,1981,1667,418,414,428
dnaB,1987,1890,1684,1882,2037,2150
alr,1491,1373,1290,2036,2064,2387
tyrB,2116,1806,1750,954,962,984
yjbS,1,2,2,3,4,3
aphA,657,465,571,900,1033,973
yjbQ,1661,1875,1680,1565,1252,1266
yjbR,432,468,451,477,399,346
uvrA,9725,9712,8904,14128,11541,11174
ssb,1170,1119,979,967,998,1123
yjcB,1991,2565,2303,1588,1579,1580
pdeC,69,86,57,29,25,32
soxS,142,218,219,94,73,48
soxR,74,93,91,38,41,66
ryjA,58,63,63,48,28,32
ghxP,664,638,682,163,111,127
yjcE,372,340,377,307,307,351
yjcF,2,3,4,10,9,5
actP,95,143,102,65,75,64
yjcH,15,15,13,17,16,18
acs,115,124,84,37,39,55
nrfA,164,132,154,4075,4088,3936
nrfB,50,38,43,1351,1383,1339
nrfC,16,12,8,580,436,525
nrfD,31,17,8,925,785,780
nrfE,20,18,19,238,269,257
nrfF,9,9,17,70,59,68
nrfG,41,55,48,229,261,247
gltP,982,893,840,2104,2216,2331
yjcO,302,262,253,186,148,153
fdhF,259,275,241,6396,6070,4610
mdtP,29,20,15,24,31,21
mdtO,127,129,114,43,34,45
mdtN,48,52,48,24,16,22
ytcA,1,2,3,0,0,2
yjcS,7,12,11,5,4,11
alsK,135,143,126,57,56,48
alsE,37,28,31,19,10,19
alsC,99,84,55,41,44,53
alsA,51,38,48,27,18,15
alsB,174,73,113,58,73,57
alsR,504,381,474,162,179,191
rpiB,102,78,65,17,28,21
yjdP,103,96,96,44,51,103
phnP,247,276,228,134,121,135
phnO,110,102,108,67,49,58
phnN,41,39,33,21,25,23
phnM,44,42,35,22,14,29
phnL,72,61,71,34,50,39
phnK,29,19,21,12,18,10
phnJ,19,31,23,7,7,10
phnI,9,10,16,18,6,8
phnH,12,17,15,10,13,12
phnG,8,9,15,6,7,12
phnF,7,12,20,6,5,6
phnD,12,9,12,8,7,6
phnC,11,6,7,7,5,5
yjdN,113,143,102,13,17,7
yjdM,195,157,164,1548,1768,1718
crfC,343,351,287,308,295,309
yjcZ,142,115,110,118,112,119
proP,6586,6032,4822,32325,35231,36150
pmrR,279,228,215,1142,1339,1370
basS,258,221,225,389,468,446
basR,239,241,195,231,184,229
eptA,43,33,42,67,30,30
adiC,260,146,311,768,610,808
adiY,149,128,251,1091,1274,1518
adiA,499,278,414,388,300,342
melR,316,201,212,129,149,116
melA,114,92,87,1890,837,853
melB,330,329,334,667,506,529
yjdF,169,191,201,103,101,123
fumB,261,224,222,2788,3274,3215
dcuB,378,281,320,2160,2361,2160
dcuR,549,441,451,865,946,947
dcuS,475,456,405,840,818,841
yjdI,30,30,18,40,24,25
yjdJ,113,116,95,222,152,189
ghoS,21,15,10,63,117,116
ghoT,14,4,2,70,102,68
lysU,861,1392,1289,6695,7518,7434
dtpC,76,96,79,121,95,129
cadA,141,157,149,5641,4328,4144
cadB,40,11,25,1315,1093,1003
cadC,827,842,787,644,815,821
pheU,22,24,25,9,19,13
yjdC,1961,1706,1812,954,719,767
dsbD,1740,1571,1505,1067,1024,982
cutA,1128,1080,986,407,433,440
dcuA,7263,8140,8692,9499,9773,9423
aspA,3742,2923,3217,21749,23815,21454
fxsA,762,644,595,417,782,1206
yjeH,1289,1370,1187,165,195,229
groS,2263,1423,1555,2917,4903,7340
groL,13516,9663,9828,19304,33808,42905
yjeI,589,560,570,276,249,265
yjeJ,171,163,171,223,216,216
epmB,899,861,809,1008,981,1021
efp,3117,2828,2615,8049,8313,8901
ecnA,104,90,75,321,342,394
ecnB,257,251,223,451,460,500
gdx,123,111,79,162,110,167
blc,233,209,184,244,138,150
ampC,125,131,111,594,764,742
frdD,263,154,224,3727,4338,4384
frdC,338,229,311,5068,6160,6044
frdB,909,516,692,12899,15687,14955
frdA,1374,723,1051,15992,18323,18570
epmA,159,176,140,703,793,931
yjeM,136,174,147,1183,1340,1470
yjeN,14,32,15,60,92,82
yjeO,123,87,102,129,117,146
mscM,1401,1319,1192,2183,2226,2218
psd,4917,4025,4421,5520,5579,6068
rsgA,4882,4510,4398,4579,4749,4873
orn,617,532,524,763,757,808
glyV,859,867,789,443,418,408
glyX,474,421,399,278,265,285
glyY,214,204,214,104,89,138
yjeV,23,14,23,12,3,15
queG,518,502,477,435,407,515
nnr,1081,1101,1027,633,598,570
tsaE,352,439,385,316,270,302
amiB,2601,2584,2643,2173,2308,2388
mutL,3203,2680,2801,3462,3840,4172
miaA,8087,7595,7701,9307,12205,14689
hfq,8987,8938,8991,8388,10061,11431
hflX,11106,9751,9851,11118,13361,15551
hflK,11926,10102,10522,15055,17046,19347
hflC,2638,2324,2263,3510,3796,4236
yjeT,62,43,43,96,106,140
purA,36570,28900,28288,22020,23554,24101
nsrR,996,989,889,1620,1776,1881
rnr,9298,8153,8426,16829,17722,18497
rlmB,1114,1035,1035,1752,1974,2015
yjfI,12,15,14,12,26,25
yjfJ,20,11,17,14,16,17
yjfK,11,8,8,11,13,11
yjfL,4,5,3,12,17,11
yjfM,6,9,11,28,28,31
yjfC,45,55,41,8,19,22
aidB,462,511,414,673,312,335
yjfN,203,209,157,269,220,229
bsmA,130,140,134,328,391,288
yjfP,304,299,318,133,106,123
ulaR,204,180,189,129,122,182
ulaG,61,51,51,48,46,42
ulaA,55,46,49,51,42,38
ulaB,8,14,11,12,16,15
ulaC,20,20,20,12,8,12
ulaD,78,82,79,39,58,50
ulaE,69,92,69,50,71,72
ulaF,108,86,83,64,67,57
yjfY,97,117,116,33,42,49
rpsF,10951,10235,9525,37884,35862,37698
priB,10109,9743,9184,36221,35308,36536
rpsR,12117,11724,11451,41851,45695,43971
rplI,11410,10655,10336,39604,39043,39012
yjfZ,49,41,43,199,302,309
ytfB,471,438,471,602,534,553
fklB,2202,2109,1678,2131,2238,2390
cycA,2398,2044,1982,2311,2415,2543
ytfE,1391,1721,3176,371,313,325
ytfF,209,184,179,59,84,81
qorB,101,227,157,80,89,75
ytfH,92,116,65,70,78,64
cpdB,605,628,529,557,487,470
cysQ,818,1077,852,555,461,350
ytfI,28,26,28,25,25,28
ytfJ,30,33,32,188,217,191
ytfK,217,254,195,449,361,467
ytfL,1084,1104,1051,1986,2065,2384
msrA,1955,2290,1843,680,575,532
tamA,701,611,619,580,546,611
tamB,2870,2868,2683,2533,2354,2443
ytfP,904,1005,926,287,260,275
yzfA,48,62,55,38,44,33
chpS,78,123,118,56,37,41
chpB,109,86,107,64,64,70
ppa,17930,14471,14489,15008,15981,16772
ytfQ,165,126,146,141,119,109
ytfR,97,93,119,70,73,82
ytfT,85,48,69,67,54,47
yjfF,182,189,170,102,124,119
fbp,848,945,787,1237,1241,1200
mpl,2661,2366,2315,2922,2864,3281
yjgA,1603,1516,1383,1453,1484,1794
pmbA,3267,3067,2939,2200,2140,2194
nrdG,421,486,368,2325,1984,2471
nrdD,2735,3607,2309,13394,11321,14678
treC,83,84,80,432,504,450
treB,105,106,74,595,745,604
treR,285,281,252,240,286,308
mgtL,323,308,296,1447,1414,1639
mgtA,1307,917,1025,43014,39485,42886
ridA,2721,2139,2466,7490,8128,7866
pyrI,1938,1302,2065,394,513,512
pyrB,1905,1235,1691,135,141,137
pyrL,114,77,85,22,29,28
yjgH,185,263,146,64,41,54
bdcA,61,59,60,78,81,79
bdcR,104,111,92,61,87,80
tabA,224,270,237,373,376,332
yjgL,101,78,73,105,121,128
argI,1004,478,336,124,182,162
rraB,6365,5976,6354,5038,4963,4819
yjgM,165,212,148,125,116,124
yjgN,17,16,20,9,17,18
valS,8282,8627,7568,12943,12589,12757
holC,419,427,376,859,894,946
pepA,1284,1357,1140,2980,3069,3091
lptF,1277,1314,1274,1542,1524,1601
lptG,1211,1097,1085,1216,1182,1195
yjgR,562,459,437,273,194,194
idnR,229,225,236,54,59,47
idnT,186,181,163,107,106,100
idnO,14,22,23,32,24,27
idnD,8,5,11,21,12,14
idnK,14,10,17,8,14,10
ahr,254,295,190,293,165,176
leuX,25,20,14,183,260,279
insC-6,126,141,140,110,112,115
insD-6,155,152,153,82,110,116
yjgZ,22,29,24,20,25,13
insG,123,152,139,87,82,76
yjhB,29,42,40,57,58,60
yjhC,54,68,56,84,80,87
ythA,10,1,7,11,21,10
insI-3,192,177,185,245,212,206
fecE,370,233,304,111,113,124
fecD,293,167,204,83,72,82
fecC,546,362,503,128,138,121
fecB,1211,818,1023,202,227,217
fecA,2402,1551,1886,185,170,182
fecR,6157,4555,4798,115,97,114
fecI,10101,9191,8834,139,187,146
insA-7,188,195,200,82,76,96
yjhU,521,492,518,558,555,546
yjhF,92,69,78,64,55,59
yjhG,423,425,432,343,338,353
yjhH,73,70,74,45,52,55
yjhI,5,8,9,11,14,8
sgcR,51,54,44,14,21,24
sgcE,52,46,38,42,40,45
sgcA,59,46,47,59,53,53
ryjB,91,83,76,32,27,37
sgcQ,1405,1559,1378,441,552,524
sgcC,64,58,55,42,37,38
sgcB,23,21,15,14,15,12
sgcX,119,153,116,82,69,75
yjhP,45,42,42,90,62,74
yjhQ,9,21,14,46,40,43
topAI,214,205,237,54,46,46
nanS,69,90,61,55,50,72
nanM,48,42,23,82,61,55
nanC,21,13,19,29,24,24
fimB,111,117,87,129,167,153
fimE,89,86,72,36,44,82
fimA,322,565,338,2508,2185,2386
fimI,51,75,51,339,285,315
fimC,18,23,12,169,161,154
fimD,33,62,28,293,262,252
fimF,10,18,11,55,53,57
fimG,17,18,16,131,129,136
fimH,64,48,61,71,57,72
gntP,58,69,52,54,68,53
uxuA,570,748,573,382,351,342
uxuB,531,575,477,352,245,285
uxuR,532,608,549,289,303,320
yjiC,12,23,15,6,11,13
ytiC,2,5,3,2,3,4
ytiD,2,2,0,3,1,5
idlP,7,5,3,103,102,190
iraD,49,51,36,203,321,536
hypT,336,326,331,531,467,558
iadA,1051,996,930,1879,1410,1757
yjiG,54,43,41,240,124,220
yjiH,20,15,21,118,89,105
kptA,344,279,337,233,212,190
yjiJ,107,80,104,52,68,50
yjiK,194,189,196,122,162,155
ytiA,62,65,66,38,42,35
yjiL,62,77,79,127,161,174
yjiM,110,122,112,412,558,551
yjiN,359,389,326,540,517,449
mdtM,224,206,189,335,290,334
yjiR,276,259,177,187,164,184
yjiS,8,4,6,4,7,8
yjiT,213,185,192,171,167,156
mcrC,88,75,58,169,198,149
mcrB,118,125,146,344,368,332
symE,60,52,48,52,49,57
symR,0,0,8,15,11,12
hsdS,268,300,299,896,1281,1251
hsdM,1154,1062,970,5514,5395,5060
hsdR,797,668,730,3404,3156,2823
mrr,252,201,210,313,303,265
yjiA,539,540,531,729,719,713
yjiX,321,296,315,390,445,395
btsT,277,144,447,4715,4872,4263
tsr,59,59,51,31,21,40
lgoT,207,209,194,83,101,99
lgoR,44,26,25,16,18,36
lgoD,27,34,28,46,50,44
opgB,231,154,159,2205,2017,2035
yjjA,313,309,269,680,693,727
dnaC,606,595,553,771,794,804
dnaT,787,938,759,898,913,955
yjjB,241,209,236,30,46,43
yjjP,1118,806,955,137,126,144
yjjQ,190,209,229,22,16,21
bglJ,8610,6693,7082,152,189,212
fhuF,24477,20931,20719,460,459,592
yjjZ,1343,1156,1118,53,44,60
leuV,110,88,77,45,69,59
leuP,108,97,101,87,73,82
leuQ,234,205,179,221,183,209
rsmC,2398,2324,2123,2000,1985,2147
holD,544,601,543,1210,1262,1314
rimI,371,349,310,956,874,1007
yjjG,785,757,749,2100,2053,2281
prfC,2554,2432,2391,11387,11282,11375
osmY,348,356,232,1100,715,754
ytjA,126,171,145,235,121,162
yjjU,661,609,534,717,513,483
yjjV,368,327,304,361,248,256
yjjW,50,38,45,166,137,147
yjjI,119,101,96,890,1016,982
deoC,998,1110,977,2217,1940,1727
deoA,1368,1428,1340,3557,2858,2551
deoB,4785,5881,4904,18630,17322,16054
deoD,2368,2996,2476,12746,11792,11412
yjjJ,492,444,382,1033,1160,996
lplA,539,538,461,609,528,643
ytjB,215,228,253,216,218,217
serB,1031,1056,931,1435,1459,1594
radA,511,527,468,668,716,720
nadR,525,546,537,559,696,661
ettA,2324,2261,2075,3303,3283,3229
slt,1816,1781,1668,2224,2167,2591
trpR,557,448,401,312,319,339
yjjX,436,397,344,319,323,321
ytjC,426,374,370,392,412,380
rob,7127,6016,6392,5263,5186,5046
creA,425,412,425,441,442,436
creB,519,458,426,447,477,448
creC,172,154,167,135,166,156
creD,238,232,216,151,117,143
arcA,2193,1382,1281,11514,10470,10304
yjjY,511,314,340,2090,2009,1883
yjtD,116,113,96,320,300,276
proP_1,2247,1899,1917,4734,4272,4038
kdgR_1,336,261,259,641,605,536
,837808,858746,822923,849009,999055,1108664
rrmA,549,450,439,680,599,619
yebN,42,47,49,164,185,208
manZ_4,2843,2042,2459,1974,1414,1582
manX_1,3627,2489,3088,2506,2082,2103
ycgG_1,154,147,139,163,148,138
dinG_1,1060,994,854,1138,1135,1016
yeaZ,422,355,361,1011,920,871
slp_1,379,296,311,943,816,825
fadK_1,279,246,248,1646,1677,1523
caiT_1,15,14,15,15,13,4
dmlR_1,94,63,79,29,32,18
yeaR3,17,9,9,15,11,16
yeaP,1096,1099,1030,576,591,446
yeaN,90,84,63,235,207,165
ripA_2,133,141,137,119,122,106
yeaI,17,18,20,168,345,527
mipA_1,693,654,546,2496,2230,2121
yvgN_2,575,532,603,320,261,320
yeaA,341,312,285,440,358,265
tdh_1,36,32,21,20,12,15
ydjE_1,13,14,9,16,13,6
gutB_1,9,8,15,14,19,11
fbaA_2,12,10,5,18,8,15
ydjH_2,15,7,12,27,25,27
yhdN_2,25,35,34,25,37,23
glpR_1,36,30,38,36,32,28
ydjE_2,41,44,33,32,39,33
ydjB,400,331,336,464,470,382
sppA_3,1115,1060,899,1527,1646,1439
ynjE_1,130,147,151,345,481,545
ydjR,64,59,62,67,38,43
chbC_2,82,81,64,207,221,240
chbA_2,27,27,27,47,41,40
celF_1,70,65,71,91,96,117
yniC,370,407,393,376,319,314
arpB,37,43,30,24,24,20
cdgR,105,104,94,558,617,643
ydiA,400,384,372,300,256,278
fadK_2,15,22,15,10,18,14
insB1_1,100,76,66,66,70,48
fadK_3,81,99,100,44,43,35
etfA,32,33,36,26,27,15
etfB_1,26,31,23,11,8,11
ypdC_1,44,56,45,31,40,28
caiA_1,24,22,31,28,19,18
atoD_1,9,10,12,21,13,11
ydiI,220,106,128,82,65,64
sufA_1,1744,1700,1993,174,68,85
ynhG,1333,1571,1487,982,631,701
lpp_1,43896,40218,41556,71508,71374,76915
ydhZ,30,27,28,42,27,28
dmsB_1,49,53,59,62,69,58
flu_1,712,713,540,719,585,604
allS_1,119,102,82,122,130,120
ydhO,147,134,119,170,153,163
ydhD,1167,994,1103,1240,1084,1146
aaeB_1,253,252,244,632,613,558
yibH_1,119,95,79,675,591,604
gst,448,483,428,417,335,319
tppB,3758,2698,3180,2423,1965,1733
rnfE,255,235,254,171,273,307
rnfG,202,170,189,199,318,352
rnfD,344,329,347,1059,1099,1114
rnfC,1031,915,974,3808,3401,3055
rnfB,322,305,286,578,496,431
rnfA,660,649,593,583,468,443
malY_2,502,565,519,209,242,214
kstR2,535,550,599,428,417,380
ynfM_1,1890,1074,1365,567,562,539
hcaR_1,74,55,56,57,48,49
ynfJ,113,103,100,193,179,127
dmsB_2,55,45,52,696,690,589
dmsA_1,138,117,119,2031,1868,1536
dmsA_2,321,304,287,1482,1490,1307
rspA_2,64,67,69,14,13,18
recE_1,39,37,34,36,39,27
gnsA_1,167,164,217,166,204,195
ydfO_1,29,22,35,6,20,14
yhjE_1,42,77,60,34,44,31
por,78,74,60,113,193,172
cinA,55,76,52,64,84,61
ydeH_1,445,290,334,544,652,746
yneM,61,50,31,1411,1195,1556
marR_3,24,26,35,169,136,118
marC_1,132,141,106,151,139,134
sotB,214,198,214,314,302,249
gltR,228,190,191,55,65,80
yneI,362,343,343,113,136,133
glsA2,471,482,441,502,502,502
ycdT_1,318,310,309,185,153,158
yneA,41,38,34,19,23,18
ydeZ,37,30,34,12,15,19
lsrK_1,153,168,188,35,52,39
fimD_1,2,5,1,196,252,230
fimF_1,4,3,0,107,109,104
fimH_1,4,2,0,127,185,170
fdhF_1,52,83,76,112,122,116
yneN,0,0,0,0,1,1
gadW_1,2,4,3,3,2,4
gadB_1,5753,2446,2645,20655,11346,10221
dos,651,507,490,90,52,59
rpsV,2651,3249,2319,1297,724,991
flr,76,34,49,22,21,9
fecA_1,135,124,101,91,80,56
yncA,412,363,428,115,109,101
ydcX,82,93,74,27,23,29
ydcW,170,150,142,56,43,49
potA_1,36,27,33,35,26,18
potF_1,47,42,45,46,41,31
yhbU_1,446,495,396,1120,954,924
sinR,75,101,84,80,103,100
mdoD,1044,1025,974,1200,1277,1302
gapC_1,6939,7069,6125,1961,1620,1805
gapC_2,8074,7662,6465,1899,1622,1800
gapC_3,5645,5655,4948,1499,1390,1263
ydbC,114,133,114,87,77,53
orf230_1,138,118,115,85,95,88
orf231_1,136,157,140,101,111,85
caiE_1,58,45,37,50,47,41
caiD_1,14,11,11,11,10,9
ydbH_1,206,188,178,211,199,182
porA,453,562,501,2422,2076,1700
ompN_1,26,23,38,39,18,21
insH,132,123,112,77,71,63
dnaC_1,7,11,2,2,3,5
recE_2,72,69,56,49,68,71
xerC_1,109,152,114,255,242,248
ydaO,945,973,1083,1793,1877,1741
ydaM,404,400,350,222,137,142
ydaL,202,199,164,174,189,172
yxeP2,24,22,25,18,19,16
ogt_1,262,276,231,124,127,144
dmlR_2,95,116,97,89,106,84
ycjI,451,507,432,334,313,306
ccpA,101,69,75,104,102,117
ycjV,8,13,10,3,5,5
yvdM,4,11,7,2,3,1
kojP,74,71,69,32,46,30
gtfA,18,10,19,10,13,8
plaP_1,153,141,112,59,52,50
sapB_1,212,164,156,250,257,232
gmr_1,198,194,186,749,743,659
glpR_2,1299,1550,1272,491,444,384
yciS,655,641,587,439,472,460
yciX_1,1065,975,1015,96,96,98
yciX_2,205,151,161,25,23,20
topA_1,5514,5467,4723,15209,16620,16105
trpH,833,683,891,761,715,616
ispZ,531,495,541,730,760,775
tonB_2,1442,1243,1154,182,165,142
cls,1556,1454,1465,837,764,691
marC_2,309,313,355,252,231,247
hnr,487,425,370,617,469,493
purU_1,890,713,695,1275,1266,1218
narX_1,586,570,545,683,609,544
ldrB_1,28,36,37,89,136,126
ldrB_2,28,26,28,36,53,46
ldrB_3,200,235,206,281,317,327
sirB1,1158,1181,1169,1371,1402,1212
sirB2,285,264,237,844,842,806
hemK,250,209,220,1261,1151,1105
prsA,7991,6495,7184,8951,9311,8125
ychM,598,673,601,1911,1799,1666
engD,663,704,605,2436,2291,2097
